starname,mag3_6,mag4_5,mag5_8,mag8_0,mag24
2dFS3838,17.004,16.862,99.999,99.999,99.999
2dFS3839,15.846,15.922,99.999,99.999,99.999
2dFS3840,17.413,99.999,99.999,99.999,99.999
2dFS3846,16.305,16.323,99.999,99.999,99.999
2dFS3847,16.883,16.539,99.999,99.999,99.999
2dFS3848,16.691,16.564,99.999,99.999,99.999
2dFS3852,17.711,99.999,99.999,99.999,99.999
2dFS3853,17.02,99.999,99.999,99.999,99.999
2dFS3854,16.905,16.829,99.999,99.999,99.999
2dFS3859,16.704,16.711,99.999,99.999,99.999
2dFS3861,17.018,16.716,99.999,99.999,99.999
2dFS3865,17.247,99.999,99.999,99.999,99.999
2dFS3866,15.484,15.213,99.999,99.999,99.999
2dFS3867,15.567,15.345,99.999,99.999,99.999
2dFS3868,17.243,99.999,99.999,99.999,99.999
2dFS3871,15.59,15.358,99.999,99.999,99.999
2dFS3874,17.08,16.75,99.999,99.999,99.999
2dFS3875,17.378,99.999,99.999,99.999,99.999
2dFS3877,15.753,15.851,99.999,99.999,99.999
2dFS3878,16.803,16.667,99.999,99.999,99.999
2dFS3879,16.957,99.999,99.999,99.999,99.999
2dFS3880,16.117,16.062,99.999,99.999,99.999
2dFS3881,17.641,99.999,99.999,99.999,99.999
2dFS3883,16.277,99.999,99.999,99.999,99.999
2dFS3884,16.048,16.088,99.999,99.999,99.999
2dFS3886,16.994,99.999,99.999,99.999,99.999
2dFS3888,14.93,14.769,99.999,99.999,99.999
2dFS3889,15.633,99.999,99.999,99.999,99.999
2dFS3891,16.265,16.405,99.999,99.999,99.999
2dFS3893,15.826,15.502,99.999,99.999,99.999
2dFS3895,15.542,15.439,99.999,99.999,99.999
2dFS3896,17.016,99.999,99.999,99.999,99.999
2dFS3898,16.867,99.999,99.999,99.999,99.999
2dFS3899,14.036,13.694,99.999,13.001,99.999
2dFS3900,14.667,14.403,14.141,99.999,99.999
2dFS3901,16.269,16.232,99.999,99.999,99.999
2dFS3902,15.728,15.562,99.999,99.999,99.999
2dFS3904,15.913,15.745,99.999,99.999,99.999
2dFS3905,17.303,99.999,99.999,99.999,99.999
2dFS3906,15.023,14.971,99.999,99.999,99.999
2dFS3907,16.573,99.999,99.999,99.999,99.999
2dFS3909,15.478,15.053,99.999,99.999,99.999
2dFS3911,15.387,15.119,99.999,99.999,99.999
2dFS3915,16.887,16.438,99.999,99.999,99.999
2dFS3916,16.809,16.945,99.999,99.999,99.999
2dFS3917,17.133,99.999,99.999,99.999,99.999
2dFS3918,15.9,15.973,99.999,99.999,99.999
2dFS3919,15.358,15.195,99.999,99.999,99.999
2dFS3922,17.434,17.012,99.999,99.999,99.999
2dFS3923,16.64,16.431,99.999,99.999,99.999
2dFS3924,16.281,16.089,99.999,99.999,99.999
2dFS3926,16.36,16.161,99.999,99.999,99.999
2dFS3927,16.393,16.576,99.999,99.999,99.999
2dFS3928,14.808,14.457,99.999,13.492,99.999
2dFS3930,16.232,16.266,99.999,99.999,99.999
2dFS3931,15.945,15.917,99.999,99.999,99.999
2dFS3932,15.377,15.496,99.999,99.999,99.999
2dFS3935,15.84,15.55,99.999,99.999,99.999
2dFS3937,16.775,99.999,99.999,99.999,99.999
2dFS3939,99.999,15.813,99.999,99.999,99.999
2dFS3940,99.999,15.059,99.999,99.999,99.999
2dFS3941,16.275,16.167,99.999,99.999,99.999
2dFS3942,16.873,99.999,99.999,99.999,99.999
2dFS3943,15.873,15.591,99.999,99.999,99.999
2dFS3944,17.714,99.999,99.999,99.999,99.999
2dFS3947,15.761,15.565,99.999,99.999,99.999
2dFS3948,16.745,16.52,99.999,99.999,99.999
2dFS3955,16.036,16.126,99.999,99.999,99.999
2dFS3958,16.882,99.999,99.999,99.999,99.999
2dFS3959,17.321,99.999,99.999,99.999,99.999
2dFS3962,99.999,16.218,99.999,99.999,99.999
2dFS3963,16.116,16.159,99.999,99.999,99.999
2dFS3967,16.707,16.482,99.999,99.999,99.999
2dFS3969,17.077,99.999,99.999,99.999,99.999
2dFS3970,15.078,14.8,14.294,99.999,99.999
2dFS3971,16.903,16.955,99.999,99.999,99.999
2dFS3973,17.348,99.999,99.999,99.999,99.999
2dFS3974,17.173,99.999,99.999,99.999,99.999
2dFS3977,16.508,99.999,99.999,99.999,99.999
2dFS3978,17.249,99.999,99.999,99.999,99.999
2dFS3979,15.181,14.882,14.735,99.999,99.999
2dFS3980,16.859,99.999,99.999,99.999,99.999
2dFS3981,17.507,99.999,99.999,99.999,99.999
2dFS3984,14.044,13.82,13.644,13.273,99.999
2dFS3986,16.27,15.991,99.999,99.999,99.999
2dFS3989,17.197,99.999,99.999,99.999,99.999
2dFS3990,17.066,16.791,99.999,99.999,99.999
2dFS3991,99.999,16.36,99.999,99.999,99.999
2dFS3993,16.151,15.941,99.999,99.999,99.999
2dFS3994,17.065,99.999,99.999,99.999,99.999
2dFS3995,16.853,16.525,99.999,99.999,99.999
2dFS3997,99.999,17.156,99.999,99.999,99.999
2dFS3998,15.096,14.963,99.999,99.999,99.999
2dFS4001,15.445,15.26,99.999,99.999,99.999
2dFS4003,16.553,99.999,99.999,99.999,99.999
2dFS4004,14.463,14.132,13.939,99.999,99.999
2dFS4005,13.805,13.727,13.489,13.383,99.999
2dFS4006,15.525,15.325,99.999,99.999,99.999
2dFS4008,99.999,15.498,99.999,99.999,99.999
2dFS4009,13.964,13.763,13.702,99.999,99.999
2dFS4010,16.726,16.477,99.999,99.999,99.999
2dFS4011,17.047,17.043,99.999,99.999,99.999
2dFS4013,16.529,16.446,99.999,99.999,99.999
2dFS4014,16.465,16.365,99.999,99.999,99.999
2dFS4015,13.91,13.785,13.601,13.336,99.999
2dFS4016,15.517,15.232,99.999,99.999,99.999
2dFS4017,16.937,16.741,99.999,99.999,99.999
2dFS4019,17.169,99.999,99.999,99.999,99.999
2dFS4020,16.257,16.073,99.999,99.999,99.999
2dFS4021,15.218,15.077,99.999,99.999,99.999
2dFS4022,16.666,99.999,99.999,99.999,99.999
2dFS4023,16.762,16.774,99.999,99.999,99.999
2dFS4024,17.016,16.639,99.999,99.999,99.999
2dFS4025,16.134,16.071,99.999,99.999,99.999
2dFS4028,16.386,99.999,99.999,99.999,99.999
2dFS4029,15.184,15.205,99.999,99.999,99.999
2dFS4030,16.549,16.439,99.999,99.999,99.999
2dFS4031,17.092,99.999,99.999,99.999,99.999
2dFS4032,16.86,99.999,99.999,99.999,99.999
2dFS4033,16.999,16.629,99.999,99.999,99.999
2dFS4036,16.324,99.999,99.999,99.999,99.999
2dFS4038,16.829,99.999,99.999,99.999,99.999
2dFS4043,17.156,99.999,99.999,99.999,99.999
2dFS4044,16.694,99.999,99.999,99.999,99.999
2dFS4046,16.03,99.999,99.999,99.999,99.999
2dFS4049,17.17,99.999,99.999,99.999,99.999
2dFS4052,14.844,14.653,14.279,99.999,99.999
2dFS4053,16.138,15.957,99.999,99.999,99.999
2dFS0273,13.571,13.58,13.488,13.403,99.999
2dFS5049,12.117,12.12,12.101,11.986,99.999
2dFS0833,15.394,15.257,99.999,99.999,99.999
2dFS1145,13.977,13.916,14.115,99.999,99.999
2dFS1300,13.787,13.714,13.898,99.999,99.999
2dFS1371,14.343,14.204,14.147,99.999,99.999
2dFS1636,14.573,14.395,14.032,99.999,99.999
2dFS1669,15.291,15.371,99.999,99.999,99.999
2dFS1875,99.999,13.613,99.999,13.606,99.999
2dFS2145,14.027,13.972,13.929,99.999,99.999
2dFS2324,13.202,13.209,13.128,99.999,99.999
2dFS2504,14.735,14.671,14.285,99.999,99.999
2dFS2945,14.311,14.215,14.14,99.999,99.999
2dFS3114,13.611,13.564,13.431,13.518,99.999
2dFS0028,15.023,15.005,99.999,99.999,99.999
2dFS0109,12.267,12.194,12.156,12.154,99.999
2dFS0118,14.186,14.219,14.151,99.999,99.999
2dFS0142,13.922,13.842,13.6,99.999,99.999
2dFS0172,14.555,99.999,14.524,99.999,99.999
2dFS0177,14.371,14.338,14.195,99.999,99.999
2dFS0276,13.959,13.83,13.909,99.999,99.999
2dFS0365,15.585,15.663,99.999,99.999,99.999
SMC3-3,13.686,13.704,13.613,99.999,99.999
2dFS0585,14.814,14.759,99.999,99.999,99.999
2dFS0587,14.932,14.945,99.999,99.999,99.999
SMC3-4,12.791,12.535,12.562,12.312,99.999
2dFS0630,14.863,14.768,14.739,99.999,99.999
AzV19;2dFS5011,12.593,12.63,12.614,12.597,99.999
AzV20,10.95,10.902,10.811,10.843,99.999
2dFS0665,14.156,14.187,14.064,99.999,99.999
AzV38;2dFS5019,12.23,12.233,12.245,12.15,99.999
AzV45;2dFS0701,13.672,13.662,13.714,13.695,99.999
2dFS5032,13.885,13.766,13.784,99.999,99.999
AzV98,11.109,11.104,11.037,11.081,99.999
2dFS0807,14.737,14.676,99.999,99.999,99.999
AzV110,11.616,11.622,11.593,11.589,99.999
AzV136,10.374,10.253,10.241,10.192,99.999
2dFS5063,12.973,12.974,12.98,13.01,99.999
2dFS0928,15.751,15.701,99.999,99.999,99.999
2dFS0948,13.663,13.682,13.648,99.999,99.999
2dFS0951,14.412,14.26,14.318,99.999,99.999
AzV152,11.045,11.004,11.023,11.072,99.999
2dFS5074,13.772,13.806,14.007,99.999,99.999
AzV161,11.515,11.488,11.455,11.4,99.999
AzV166,12.197,12.211,12.196,12.165,99.999
SMC3-14;2dFS1065,13.788,13.519,13.39,13.206,99.999
2dFS1110,14.168,14.127,13.915,99.999,99.999
AzV174,11.521,11.487,11.47,11.45,99.999
2dFS1177,13.525,13.395,13.58,99.999,99.999
flames1005;SMC5_082891,13.002,99.999,12.939,99.999,99.999
flames1004;SMC5_087534,12.946,12.874,12.892,12.801,99.999
2dFS1269,16.137,16.055,99.999,99.999,99.999
NGC346-002;SMC5_082844,12.983,12.951,12.919,12.976,99.999
AzV205,11.706,11.693,11.628,11.622,99.999
MPG125;flames1103;SMC5_192379,13.093,13.141,13.137,13.104,99.999
AzV211,10.987,10.954,10.883,10.878,99.999
2dFS1402,14.373,14.289,14.36,99.999,99.999
2dFS1414,14.143,14.079,14.169,99.999,99.999
MPG859;2dFS5102;flames1006;SMC5_082994,13.21,13.26,13.216,13.19,99.999
2dFS1434,13.313,13.329,13.3,13.368,99.999
2dFS1481,13.836,13.796,13.844,99.999,99.999
AzV254,10.872,10.784,10.77,99.999,99.999
AzV269,10.803,10.753,10.75,10.76,99.999
AzV270,11.067,11.021,10.945,10.967,99.999
2dFS1572,99.999,14.454,14.329,99.999,99.999
2dFS1647,14.384,14.284,14.244,99.999,99.999
2dFS1651,13.849,13.838,13.855,13.663,99.999
2dFS1674,99.999,14.259,14.152,99.999,99.999
AzV315,10.478,10.429,10.384,10.402,99.999
2dFS1756,13.415,13.444,13.501,13.339,99.999
Hodge53;AzV331,12.502,12.453,12.425,12.394,99.999
AzV338,12.375,12.349,12.352,12.405,99.999
2dFS1840,99.999,13.68,13.605,13.573,99.999
2dFS1855,14.476,14.482,99.999,99.999,99.999
2dFS1865,14.595,14.636,14.577,99.999,99.999
AzV352;2dFS1898,12.615,12.553,12.526,12.65,99.999
2dFS1997,14.442,14.409,99.999,99.999,99.999
AzV382,11.02,11.004,10.965,99.999,99.999
2dFS2070,13.893,13.824,13.961,99.999,99.999
2dFS2128,12.483,12.397,12.36,12.365,99.999
2dFS2262,14.711,14.74,99.999,99.999,99.999
AzV417;2dFS2289,12.522,12.482,12.453,12.477,99.999
2dFS2292,13.995,13.948,13.931,99.999,99.999
2dFS2327,15.367,15.302,99.999,99.999,99.999
AzV428,12.269,12.276,12.29,12.237,99.999
2dFS2355,13.123,13.093,13.052,99.999,99.999
AzV430;2dFS2365,13.758,13.805,13.647,99.999,99.999
2dFS2423,14.137,14.138,14.297,99.999,99.999
AzV442,10.696,10.648,10.595,10.597,99.999
2dFS2512,13.855,13.902,13.694,99.999,99.999
2dFS2602,14.995,15.032,99.999,99.999,99.999
2dFS2634,15.23,15.199,99.999,99.999,99.999
AzV453,12.528,12.556,12.48,12.506,99.999
2dFS2736,13.59,13.538,13.514,99.999,99.999
2dFS2766,16.089,15.985,99.999,99.999,99.999
2dFS2770,14.017,14.038,14.266,99.999,99.999
2dFS2876,12.393,12.396,12.307,12.205,99.999
AzV475,9.478,9.389,9.353,9.278,8.879
AzV478,11.03,99.999,10.97,99.999,99.999
2dFS3189,14.906,14.929,99.999,99.999,99.999
2dFS3232,13.32,13.151,13.263,13.222,99.999
2dFS3237,14.995,14.961,99.999,99.999,99.999
2dFS3281,16.121,16.09,99.999,99.999,99.999
2dFS3315,13.609,13.554,13.75,99.999,99.999
2dFS3336,13.484,13.481,13.321,13.375,99.999
2dFS3472,13.047,12.844,12.808,12.585,99.999
2dFS3487,14.17,14.159,99.999,99.999,99.999
2dFS3523,14.365,14.286,14.358,99.999,99.999
2dFS3534,13.724,13.733,13.668,99.999,99.999
2dFS3677,13.321,13.263,13.12,13.226,99.999
2dFS3771,13.799,13.772,13.842,99.999,99.999
2dFS3783,13.642,13.593,13.597,99.999,99.999
Sk181;R47;ASAS012917-7243.4,9.908,9.651,9.513,9.266,8.307
2dFS3952,15.828,15.64,99.999,99.999,99.999
2dFS3992,13.449,13.424,13.426,13.526,99.999
2dFS4050,13.833,13.818,13.721,99.999,99.999
2dFS4051,13.379,13.291,13.208,13.219,99.999
J004814.1-731003,14.409,14.463,14.588,99.999,99.999
J0049.7-7323,13.528,13.302,13.028,12.945,99.999
J0050.7-7316,14.348,14.159,13.866,13.63,99.999
J0051.3-7250,16.236,15.998,99.999,99.999,99.999
J0051.8-7310,13.925,13.72,13.605,13.298,99.999
J0051.8-7231;2dFS0828,14.167,14.069,13.983,99.999,99.999
2dFS5054;J0052-725,14.372,14.194,13.801,99.999,99.999
J005252.1-721715,15.662,15.654,99.999,99.999,99.999
AzV138;0051.1-7304,14.525,14.486,14.187,99.999,99.999
J0052.9-7158,14.583,14.454,14.071,99.999,99.999
J005323.8-722715,15.434,15.183,99.999,99.999,99.999
SMC5_065055;J0053.8-7226,13.623,13.618,13.367,99.999,99.999
J005403.8-722632,99.999,14.946,99.999,99.999,99.999
J005535.2-722906,14.103,13.79,13.69,13.287,99.999
J0057.8-7207;NGC346-067;SMC5_001335,14.508,14.313,14.241,99.999,99.999
J0059.3-7223,14.006,13.741,13.555,13.32,99.999
J0101.3-7211,15.546,15.538,99.999,99.999,99.999
AzV294;J010206.6-714115,13.633,13.406,13.246,12.979,99.999
J0104.1-7244,17.064,99.999,99.999,99.999,99.999
J010712.6-723533,15.026,99.999,99.999,99.999,99.999
J0111.2-7317;2dFS2745,14.406,14.139,99.999,99.999,99.999
2dFS0024,15.755,15.771,99.999,99.999,99.999
2dFS0055,15.487,15.407,99.999,99.999,99.999
2dFS0062,14.097,14.069,14.082,99.999,99.999
2dFS0066,15.148,15.116,99.999,99.999,99.999
2dFS0072,14.154,14.162,13.942,99.999,99.999
2dFS0088,16.318,15.953,99.999,99.999,99.999
2dFS0093,17.243,99.999,99.999,99.999,99.999
2dFS0096,16.851,99.999,99.999,99.999,99.999
2dFS0106,14.699,99.999,99.999,99.999,99.999
2dFS0114,15.538,15.561,99.999,99.999,99.999
2dFS0117,14.039,13.929,13.809,99.999,99.999
2dFS0129,14.395,14.369,99.999,99.999,99.999
2dFS0134,15.755,15.671,99.999,99.999,99.999
2dFS0140,15.162,15.244,99.999,99.999,99.999
2dFS0148,99.999,13.58,13.712,99.999,99.999
2dFS0153,13.584,13.608,13.642,99.999,99.999
2dFS0169,15.378,15.437,99.999,99.999,99.999
2dFS0209,14.491,14.441,99.999,99.999,99.999
2dFS0240,14.256,14.164,14.218,99.999,99.999
2dFS0260,16.113,16.015,99.999,99.999,99.999
2dFS0296,14.876,14.789,99.999,99.999,99.999
2dFS0316,16.189,15.752,99.999,99.999,99.999
2dFS0322,14.217,14.196,14.191,99.999,99.999
2dFS0364,14.527,14.468,99.999,99.999,99.999
2dFS0396,15.01,14.957,99.999,99.999,99.999
AzV2,11.303,11.199,11.095,10.994,8.864
2dFS0467,16.156,16.151,99.999,99.999,99.999
2dFS0488,16.22,16,99.999,99.999,99.999
2dFS0489,16.38,16.334,99.999,99.999,99.999
2dFS0492,14.589,14.587,14.54,99.999,99.999
2dFS0523,13.831,13.763,13.75,99.999,99.999
SMC3-2,13.204,13.156,13.109,12.92,99.999
2dFS0554,16.569,16.472,99.999,99.999,99.999
2dFS0563,16.205,16.385,99.999,99.999,99.999
2dFS0564,16.279,16.384,99.999,99.999,99.999
2dFS0567,14.624,14.553,14.438,99.999,99.999
2dFS0572,15.268,15.137,99.999,99.999,99.999
2dFS0574,14.76,14.702,14.34,99.999,99.999
2dFS0582,14.818,14.758,99.999,99.999,99.999
2dFS0606,13.15,13.176,13.125,13.06,99.999
2dFS0608,16.432,99.999,99.999,99.999,99.999
2dFS0625,13.606,13.652,13.575,99.999,99.999
2dFS0627,16.131,16.203,99.999,99.999,99.999
AzV18,12.277,12.21,12.152,99.999,99.999
2dFS0653,14.842,14.913,99.999,99.999,99.999
2dFS0654,15.924,15.996,99.999,99.999,99.999
AzV22;2dFS5015,12.042,12.032,11.937,11.909,99.999
AzV23,11.801,11.72,11.691,11.701,99.999
SMC3-5,14.342,14.333,99.999,99.999,99.999
2dFS5017,14.396,14.348,14.536,99.999,99.999
AzV30;2dFS0672,14.025,13.87,13.872,99.999,99.999
AzV31,11.345,11.267,11.214,11.2,99.999
2dFS0686,17.071,99.999,99.999,99.999,99.999
2dFS0687,13.836,13.818,13.832,99.999,99.999
2dFS5025,13.751,13.651,13.606,99.999,99.999
AzV48,11.009,10.935,10.993,10.919,99.999
2dFS5028,14.719,14.654,99.999,99.999,99.999
2dFS0731,14.452,14.323,99.999,99.999,99.999
AzV65,10.381,10.324,10.287,10.26,9.748
2dFS0753,14.449,14.508,14.53,99.999,99.999
AzV72;2dFS0765,12.934,12.935,13.024,99.999,99.999
AzV76,10.611,10.553,10.52,10.489,99.999
2dFS0777,15.217,15.248,99.999,99.999,99.999
2dFS0789,17.596,99.999,99.999,99.999,99.999
AzV91;2dFS0790,12.484,12.386,12.407,12.338,99.999
2dFS5048,13.694,13.562,13.433,13.251,99.999
AzV101,11.669,11.649,11.592,11.613,99.999
2dFS0812,14.426,14.406,99.999,99.999,99.999
2dFS0814,16.13,16.138,99.999,99.999,99.999
2dFS0815,15.781,15.814,99.999,99.999,99.999
2dFS0863,13.573,99.999,13.159,12.909,99.999
2dFS5055,15.581,99.999,99.999,99.999,99.999
2dFS5057,12.727,12.72,12.657,12.693,99.999
2dFS0871,14.383,14.336,99.999,99.999,99.999
2dFS0899,14.693,14.734,99.999,99.999,99.999
2dFS0909,15.167,15.376,99.999,99.999,99.999
AzV141;2dFS0915,13.895,13.67,13.429,13.212,99.999
SMC5_083491,14.418,14.382,14.204,99.999,99.999
SMC5_065505,16.778,16.596,99.999,99.999,99.999
2dFS5072,14.2,14.113,13.999,99.999,99.999
SMC5_082941,14.707,14.47,14.16,99.999,99.999
NGC330-009;SMC5_082706,99.999,99.999,13.693,99.999,99.999
SMC5_084582,14.672,14.639,99.999,99.999,99.999
2dFS0975,14.442,14.344,14.338,99.999,99.999
AzV155;2dFS0981,13.909,13.984,13.843,99.999,99.999
SMC5_085503,16.237,99.999,99.999,99.999,99.999
2dFS1020,15.177,15.132,99.999,99.999,99.999
2dFS1023,15.173,15.043,99.999,99.999,99.999
SMC5_064832,15.482,15.404,99.999,99.999,99.999
NGC330-010;SMC5_082798,14.127,14.099,99.999,99.999,99.999
NGC330-058;SMC5_036895,16.331,99.999,99.999,99.999,99.999
NGC330-024;SMC5_065615;2dFS1034,14.775,14.841,14.385,99.999,99.999
2dFS1036,14.95,99.999,99.999,99.999,99.999
NGC330-005;SMC5_082862,13.443,13.432,13.371,99.999,99.999
2dFS5080,15.234,15.379,99.999,99.999,99.999
2dFS1059,15.038,15.023,99.999,99.999,99.999
NGC330-022;SMC5_002377;2dFS1062,14.915,14.924,99.999,99.999,99.999
NGC330-016;SMC5_073986,14.321,14.317,99.999,99.999,99.999
NGC330-116;SMC5_045013,16.97,16.803,99.999,99.999,99.999
NGC330-084;SMC5_044140,15.78,15.823,99.999,99.999,99.999
NGC330-073;SMC5_047763;2dFS1087,14.625,14.53,99.999,99.999,99.999
SMC5_050021,17.026,99.999,99.999,99.999,99.999
SMC5_000643,15.31,15.131,99.999,99.999,99.999
2dFS1091,16.806,16.529,99.999,99.999,99.999
SMC5_004025,17.353,99.999,99.999,99.999,99.999
NGC330-001;SMC5_078698,12.705,12.67,12.686,12.751,99.999
SMC5_002984,16.849,99.999,99.999,99.999,99.999
SMC5_016461,13.653,13.51,13.159,13.253,99.999
NGC330-079;SMC5_037369,16.312,99.999,99.999,99.999,99.999
NGC330-075;SMC5_004413,15.948,16.144,99.999,99.999,99.999
NGC330-019;SMC5_037327,13.658,13.595,13.479,13.404,99.999
SMC5_086581,16.502,16.287,99.999,99.999,99.999
NGC330-066;SMC5_010645,16.347,16.343,99.999,99.999,99.999
SMC5_004149,99.999,16.824,99.999,99.999,99.999
SMC5_004685,15.522,15.408,99.999,99.999,99.999
SMC5_003119;2dFS1115,14.962,14.603,99.999,99.999,99.999
NGC330-045;SMC5_003118;2dFS5087,15.909,15.853,99.999,99.999,99.999
NGC330-018;SMC5_078858,14.595,14.625,14.086,99.999,99.999
SMC5_038423,16.693,16.563,99.999,99.999,99.999
SMC5_004201,15.028,14.758,14.222,99.999,99.999
SMC5_002751,15.019,14.751,14.269,99.999,99.999
SMC5_064327,14.422,99.999,13.967,99.999,99.999
NGC330-062;SMC5_045835,15.578,15.414,99.999,99.999,99.999
SMC5_082042,14.856,14.624,99.999,99.999,99.999
SMC5_090914,14.88,14.569,14.359,99.999,99.999
NGC330-002;SMC5_082820,13.081,13.065,13.064,13.005,99.999
NGC330-109;SMC5_065064,16.487,16.637,99.999,99.999,99.999
SMC5_073581,16.283,16.495,99.999,99.999,99.999
SMC5_015183,15.162,15.184,99.999,99.999,99.999
SMC5_061950,17.315,99.999,99.999,99.999,99.999
2dFS1150,17.037,16.756,99.999,99.999,99.999
SMC5_013978,14.7,14.248,14.088,99.999,99.999
2dFS1153,16.251,99.999,99.999,99.999,99.999
NGC330-076;SMC5_014864,15.676,15.459,99.999,99.999,99.999
NGC330-120;SMC5_191173,17.137,99.999,99.999,99.999,99.999
NGC330-069;SMC5_043375,16.305,16.373,99.999,99.999,99.999
NGC330-050;SMC5_004159,15.336,14.944,99.999,99.999,99.999
NGC330-011;SMC5_051901,13.718,13.66,13.53,13.628,99.999
NGC330-071;SMC5_014767,16.358,16.249,99.999,99.999,99.999
NGC330-083;SMC5_087520,15.612,99.999,99.999,99.999,99.999
SMC5_009378,15.564,15.26,99.999,99.999,99.999
2dFS5095,12.857,12.79,12.813,12.783,99.999
2dFS1200,99.999,14.641,14.398,99.999,99.999
flames1152;SMC5_068998,99.999,15.948,99.999,99.999,99.999
flames1085;SMC5_029914,15.815,15.623,99.999,99.999,99.999
2dFS1216,14.104,14.236,14.138,99.999,99.999
2dFS1217,13.92,13.873,13.732,99.999,99.999
NGC330-035;SMC5_009426,15.247,15.419,99.999,99.999,99.999
NGC330-020;SMC5_002300;2dFS1232,14.49,14.527,14.428,99.999,99.999
NGC346-011;SMC5_075100,99.999,14.072,13.81,99.999,99.999
flames1123;SMC5_077817,15.736,15.763,99.999,99.999,99.999
flames1095;SMC5_082202,14.699,14.557,99.999,99.999,99.999
AzV187,12.254,12.25,12.162,12.213,99.999
2dFS1243;flames1120;SMC5_004619,16.103,16.105,99.999,99.999,99.999
NGC346-049;SMC5_026567,15.418,15.349,99.999,99.999,99.999
2dFS1244,15.255,15.102,99.999,99.999,99.999
MA93-1032;flames1063;SMC5_001320,15.184,15.055,14.592,99.999,99.999
2dFS1260,16.55,99.999,99.999,99.999,99.999
2dFS1261,14.699,14.7,99.999,99.999,99.999
flames1168;SMC5_006384,99.999,16.275,99.999,99.999,99.999
NGC330-092;SMC5_002411,16.316,99.999,99.999,99.999,99.999
NGC330-059;SMC5_002498,16.242,16.293,99.999,99.999,99.999
flames1113;SMC5_026162,16.332,99.999,99.999,99.999,99.999
flames1172;SMC5_025135,16.889,99.999,99.999,99.999,99.999
flames1207;SMC5_028032,17.087,17.072,99.999,99.999,99.999
flames1104;SMC5_006175,15.931,15.735,99.999,99.999,99.999
2dFS1281,14.33,14.341,14.252,99.999,99.999
NGC346-099;SMC5_060385,16.599,16.218,99.999,99.999,99.999
AzV200,11.819,11.719,11.637,11.748,99.999
NGC346-102;SMC5_058504,16.481,16.349,99.999,99.999,99.999
flames1237;SMC5_071248,15.871,99.999,99.999,99.999,99.999
flames1228;SMC5_022587,16.399,99.999,99.999,99.999,99.999
MPG85;flames1187;SMC5_077996,16.113,99.999,99.999,99.999,99.999
MPG87;flames1158;SMC5_005867,15.976,15.658,99.999,99.999,99.999
MPG163;flames1164;SMC5_005989,16.682,99.999,99.999,99.999,99.999
2dFS1330,16.527,16.453,99.999,99.999,99.999
2dFS1331,15.488,15.538,99.999,99.999,99.999
NGC346-048;SMC5_028019,15.026,14.801,14.457,99.999,99.999
NGC346-065;SMC5_083005,99.999,14.718,99.999,99.999,99.999
NGC346-074;SMC5_000748,16.063,99.999,99.999,99.999,99.999
flames1243;SMC5_033051,16.746,99.999,99.999,99.999,99.999
KWB346-814;flames1212;SMC5_006627,16.204,15.953,99.999,99.999,99.999
MPG431;KWB346-807;flames1194;SMC5_078460,15.977,16.002,99.999,99.999,99.999
2dFS1367,14.394,14.39,14.436,99.999,99.999
MPG588;flames1231;SMC5_069140,16.827,16.516,99.999,99.999,99.999
2dFS1374,15.222,15.169,99.999,99.999,99.999
AzV225;2dFS1376,14.013,13.94,14.016,99.999,99.999
flames1083;SMC5_027003,16.016,16.019,99.999,99.999,99.999
NGC346-037;SMC5_032995,15.553,15.692,99.999,99.999,99.999
2dFS1388,17.065,16.664,99.999,99.999,99.999
2dFS1395,14.646,14.541,99.999,99.999,99.999
MA93-1150;flames1210;SMC5_004717,15.861,15.361,99.999,99.999,99.999
2dFS1398,16.522,16.544,99.999,99.999,99.999
MPG802;flames1016;SMC5_029837,14.509,14.469,14.436,99.999,99.999
flames1209;SMC5_000928,16.762,99.999,99.999,99.999,99.999
AzV234;Sk81;flames1003;SMC5_082609,13.103,13.094,13.185,13.136,99.999
AzV237;2dFS5101,12.164,12.175,12.209,12.156,99.999
flames1014;SMC5_006463,14.297,14.202,14.05,99.999,99.999
AzV241;2dFS1437,13.64,13.402,13.23,13.039,99.999
flames1131;SMC5_006487,16.338,16.32,99.999,99.999,99.999
2dFS1459,15.414,99.999,99.999,99.999,99.999
2dFS1463,16.811,16.554,99.999,99.999,99.999
2dFS1484,16.053,16.074,99.999,99.999,99.999
AzV253;2dFS1486,13.461,13.477,13.596,13.423,99.999
2dFS1506,14.455,14.392,14.118,99.999,99.999
2dFS1531,16.396,99.999,99.999,99.999,99.999
AzV263,12.709,12.702,12.72,12.712,99.999
AzV272;2dFS1562,14.83,14.824,99.999,99.999,99.999
2dFS1597,15.393,15.361,99.999,99.999,99.999
2dFS1607,14.935,14.951,99.999,99.999,99.999
2dFS1615,16.593,99.999,99.999,99.999,99.999
AzV292;2dFS1624,13.197,13.157,13.154,13.141,99.999
2dFS1627,14.043,14.087,14.042,99.999,99.999
AzV297,12.09,12.109,12.073,12.138,99.999
AzV298,12.266,12.3,12.166,12.263,99.999
2dFS1660,15.149,15.185,99.999,99.999,99.999
2dFS1662,16.66,16.306,99.999,99.999,99.999
2dFS1664,17,99.999,99.999,99.999,99.999
2dFS1685,13.39,13.329,99.999,99.999,99.999
2dFS1690,13.552,13.43,13.424,99.999,99.999
AzV314,13.227,99.999,13.261,13.163,99.999
