starname,mag3_6,mag4_5,mag5_8,mag8_0,mag24
2dFS1712,16.167,16.331,99.999,99.999,99.999
AzV320,13.589,13.607,13.657,99.999,99.999
2dFS1721,14.296,14.324,14.277,99.999,99.999
AzV324,13.033,13.048,13.098,12.96,99.999
2dFS1735,14.6,14.661,14.432,99.999,99.999
2dFS1740,14.739,14.674,14.364,99.999,99.999
2dFS1771,13.982,13.987,13.832,99.999,99.999
2dFS1774,16.286,16.365,99.999,99.999,99.999
2dFS1782,13.029,13.042,12.981,12.871,99.999
2dFS1787,14.6,14.615,14.289,99.999,99.999
2dFS1801,14.075,14.057,13.91,99.999,99.999
2dFS1806,14.285,14.171,14.185,99.999,99.999
2dFS1809,14.537,14.509,14.614,99.999,99.999
2dFS1810,13.848,99.999,13.556,99.999,99.999
AzV343,13.043,13.095,12.87,12.944,99.999
2dFS1839,16.126,16.062,99.999,99.999,99.999
2dFS1895,16.104,16.07,99.999,99.999,99.999
2dFS1909,17.34,99.999,99.999,99.999,99.999
2dFS1916,13.771,13.7,13.674,13.699,99.999
2dFS1921,14.453,14.424,14.363,99.999,99.999
AzV362,11.231,11.158,11.095,11.111,99.999
AzV367,10.77,10.734,10.715,10.653,99.999
AzV371;2dFS1941,13.709,13.752,13.785,99.999,99.999
AzV372,13.059,12.974,12.954,12.86,99.999
2dFS1947,99.999,14.298,14.216,99.999,99.999
AzV379;2dFS1978,12.963,12.96,13.095,13,99.999
2dFS1993,15.011,15.078,99.999,99.999,99.999
2dFS2006,17.077,99.999,99.999,99.999,99.999
2dFS2011,15.27,15.26,99.999,99.999,99.999
2dFS2035,15.778,15.755,99.999,99.999,99.999
2dFS2037,15.174,15.056,99.999,99.999,99.999
2dFS2045,99.999,99.999,13.597,13.604,99.999
2dFS2052,14.916,14.871,99.999,99.999,99.999
2dFS2067,16.965,17.026,99.999,99.999,99.999
2dFS2078,14.606,14.681,99.999,99.999,99.999
AzV393,11.22,11.122,11.026,10.943,7.207
2dFS2096,14.743,14.701,99.999,99.999,99.999
AzV395;2dFS2102,13.743,13.508,13.263,12.956,99.999
2dFS2122,15.873,15.874,99.999,99.999,99.999
2dFS2129,16.367,16.177,99.999,99.999,99.999
2dFS2138,14.046,13.97,13.946,99.999,99.999
2dFS2170,15.643,15.473,99.999,99.999,99.999
2dFS2185,15.724,15.484,99.999,99.999,99.999
2dFS2215,99.999,14.404,99.999,99.999,99.999
2dFS2219,15.772,15.762,99.999,99.999,99.999
2dFS2240,17.015,16.599,99.999,99.999,99.999
AzV412;2dFS2243,13.119,13,12.959,13.024,99.999
AzV416;2dFS2285,13.771,13.739,13.836,99.999,99.999
2dFS2300,16.825,99.999,99.999,99.999,99.999
2dFS2302,15.402,15.427,99.999,99.999,99.999
2dFS2334,13.745,99.999,13.783,99.999,99.999
2dFS2350,14.355,14.283,14.227,99.999,99.999
2dFS2351,13.785,13.785,13.78,13.671,99.999
2dFS2356,14.869,14.834,99.999,99.999,99.999
2dFS2383,14.542,14.465,99.999,99.999,99.999
2dFS2389,16.783,16.905,99.999,99.999,99.999
2dFS2398,15.335,15.354,99.999,99.999,99.999
2dFS2400,14.852,14.676,99.999,99.999,99.999
2dFS2404,15.278,14.939,99.999,99.999,99.999
2dFS2432,15.209,14.925,99.999,99.999,99.999
2dFS2439,15.155,15.019,99.999,99.999,99.999
2dFS2457,14.164,14.141,14.099,99.999,99.999
AzV438;2dFS2463,12.762,12.938,12.623,12.797,99.999
2dFS2486,16.956,16.786,99.999,99.999,99.999
2dFS2494,15.928,15.972,99.999,99.999,99.999
2dFS2497,14.594,14.565,99.999,99.999,99.999
2dFS2506,14.145,14.143,13.98,99.999,99.999
2dFS2507,16.862,99.999,99.999,99.999,99.999
2dFS2527,99.999,15.028,99.999,99.999,99.999
AzV445;2dFS2538,12.934,12.929,12.867,13.008,99.999
2dFS2549,16.976,17.071,99.999,99.999,99.999
2dFS2569,17.307,99.999,99.999,99.999,99.999
2dFS2588,17.09,16.937,99.999,99.999,99.999
2dFS2601,14.135,14.093,99.999,99.999,99.999
2dFS2624,15.007,14.909,99.999,99.999,99.999
2dFS2645,15.35,15.324,99.999,99.999,99.999
2dFS2658,16.555,99.999,99.999,99.999,99.999
AzV452;2dFS2674,13.465,13.424,13.401,13.389,99.999
2dFS2684,16.085,15.902,99.999,99.999,99.999
2dFS2692,15.41,15.306,99.999,99.999,99.999
2dFS2711,13.885,13.908,13.837,99.999,99.999
2dFS2725,99.999,14.911,99.999,99.999,99.999
2dFS2739,17.024,16.684,99.999,99.999,99.999
2dFS2741,16.223,16.057,99.999,99.999,99.999
2dFS2775,14.374,14.332,14.275,99.999,99.999
2dFS2793,16.591,16.66,99.999,99.999,99.999
2dFS2801,16.277,15.985,99.999,99.999,99.999
AzV466;2dFS2804,13.747,13.624,13.661,99.999,99.999
2dFS2809,15.833,15.784,99.999,99.999,99.999
2dFS2825,15.687,99.999,99.999,99.999,99.999
2dFS2838,17.373,99.999,99.999,99.999,99.999
2dFS2844,99.999,15.459,99.999,99.999,99.999
2dFS2853,99.999,15.751,99.999,99.999,99.999
2dFS2855,16.957,16.99,99.999,99.999,99.999
2dFS2868,14.417,14.466,14.379,99.999,99.999
2dFS2888,14.285,14.208,14.084,99.999,99.999
2dFS2892,15.534,15.566,99.999,99.999,99.999
2dFS2902,16.14,15.77,99.999,99.999,99.999
2dFS2925,16.889,99.999,99.999,99.999,99.999
2dFS2929,16.509,16.321,99.999,99.999,99.999
2dFS2934,15.968,15.956,99.999,99.999,99.999
2dFS2936,99.999,14.192,14.307,99.999,99.999
2dFS2937,15.243,15.199,99.999,99.999,99.999
2dFS2949,16.071,99.999,99.999,99.999,99.999
2dFS2966,16.946,16.801,99.999,99.999,99.999
2dFS2976,16.25,16.01,99.999,99.999,99.999
2dFS2999,16.709,16.476,99.999,99.999,99.999
2dFS3009,16.771,99.999,99.999,99.999,99.999
2dFS3032,14.917,14.849,99.999,99.999,99.999
2dFS3076,15.833,15.627,99.999,99.999,99.999
2dFS3128,16.354,16.31,99.999,99.999,99.999
2dFS3134,14.64,14.531,99.999,99.999,99.999
2dFS3138,16.633,16.542,99.999,99.999,99.999
AzV485;2dFS3140,14.807,14.696,14.605,99.999,99.999
2dFS3160,17.079,99.999,99.999,99.999,99.999
2dFS3183,17.022,99.999,99.999,99.999,99.999
2dFS3299,16.92,99.999,99.999,99.999,99.999
2dFS3302,16.866,99.999,99.999,99.999,99.999
2dFS3309,15.158,15.11,99.999,99.999,99.999
2dFS3311,15.914,15.724,99.999,99.999,99.999
2dFS3312,14.444,14.383,14.491,99.999,99.999
2dFS3329,13.741,13.701,13.655,99.999,99.999
2dFS3330,15.882,15.711,99.999,99.999,99.999
AzV496;2dFS3337,12.565,12.495,12.509,12.437,99.999
2dFS3343,15.667,15.608,99.999,99.999,99.999
2dFS3344,16.059,15.954,99.999,99.999,99.999
2dFS3347,16.557,16.257,99.999,99.999,99.999
2dFS3354,16.688,99.999,99.999,99.999,99.999
2dFS3363,16.66,16.606,99.999,99.999,99.999
2dFS3364,16.65,16.785,99.999,99.999,99.999
2dFS3370,16.995,16.844,99.999,99.999,99.999
2dFS3371,16.661,99.999,99.999,99.999,99.999
2dFS3385,16.837,99.999,99.999,99.999,99.999
2dFS3392,14.861,14.735,99.999,99.999,99.999
2dFS3413,14.253,13.964,13.84,13.258,99.999
AzV498;2dFS3427,12.714,12.722,12.658,12.599,99.999
AzV499;2dFS3437,13.58,13.542,13.557,99.999,99.999
2dFS3442,13.851,99.999,13.821,99.999,99.999
AzV501;2dFS3456,13.402,13.307,13.299,13.48,99.999
2dFS3478,16.304,16.309,99.999,99.999,99.999
2dFS3485,15.635,15.384,99.999,99.999,99.999
2dFS3488,17.107,99.999,99.999,99.999,99.999
2dFS3503,15.05,14.924,14.619,99.999,99.999
2dFS3512,99.999,14.252,14.157,99.999,99.999
2dFS3522,15.125,15.067,99.999,99.999,99.999
AzV504,11.83,11.889,11.857,11.801,99.999
2dFS3546,13.377,13.205,13.105,99.999,99.999
2dFS3586,15.462,15.423,99.999,99.999,99.999
2dFS3606,16.654,16.606,99.999,99.999,99.999
2dFS3613,16.624,16.73,99.999,99.999,99.999
2dFS3630,15.355,15.038,99.999,99.999,99.999
2dFS3652,16.6,16.53,99.999,99.999,99.999
2dFS3675,13.899,13.879,13.846,99.999,99.999
2dFS3693,14.969,14.992,99.999,99.999,99.999
2dFS3723,15.611,15.466,99.999,99.999,99.999
2dFS3725,16.031,15.668,99.999,99.999,99.999
2dFS3732,13.398,13.366,13.304,13.448,99.999
2dFS3740,14.494,14.386,14.373,99.999,99.999
2dFS3755,15.578,15.568,99.999,99.999,99.999
2dFS3770,17.079,99.999,99.999,99.999,99.999
2dFS3804,14.069,13.798,13.541,12.656,8.87
2dFS3814,14.622,14.58,99.999,99.999,99.999
2dFS3842,16.44,16.334,99.999,99.999,99.999
2dFS3843,14.312,14.326,14.19,99.999,99.999
2dFS3845,16.153,16.189,99.999,99.999,99.999
2dFS3850,15.601,15.586,99.999,99.999,99.999
2dFS3862,17.22,99.999,99.999,99.999,99.999
2dFS3890,13.616,13.634,13.919,13.642,99.999
2dFS3913,14.867,14.789,14.669,99.999,99.999
2dFS3946,15.509,15.492,99.999,99.999,99.999
2dFS3950,15.626,15.344,99.999,99.999,99.999
2dFS3956,16.927,99.999,99.999,99.999,99.999
2dFS3983,16.78,16.611,99.999,99.999,99.999
2dFS3996,14.067,14.005,13.81,99.999,99.999
2dFS3999,14.676,14.876,14.397,99.999,99.999
2dFS4007,15.795,15.875,99.999,99.999,99.999
2dFS4012,15.421,15.32,99.999,99.999,99.999
2dFS4026,15.971,15.999,99.999,99.999,99.999
2dFS4027,15.156,15.198,99.999,99.999,99.999
2dFS4034,14.16,14.196,14.148,99.999,99.999
2dFS4035,16.502,16.722,99.999,99.999,99.999
2dFS4037,14.082,14.02,14.041,99.999,99.999
2dFS4040,15.077,15.126,99.999,99.999,99.999
2dFS4042,15.427,15.212,99.999,99.999,99.999
2dFS4047,14.467,14.438,14.153,99.999,99.999
R4;AzV16,9.853,9.272,8.915,8.503,5.492
SMC-WR5;HD5980;AzV229,11.043,10.734,10.552,10.168,9.106
AzV415;R40,9.106,9.01,8.95,8.838,6.054
2dFS0163,14.898,14.633,14.331,99.999,99.999
2dFS5001,14.263,14.133,14.033,99.999,99.999
2dFS0538,14.369,14.291,14.241,99.999,99.999
2dFS5004,15.692,15.585,99.999,99.999,99.999
AzV12,13.752,13.603,13.812,99.999,99.999
2dFS5006,15.81,15.826,99.999,99.999,8.158
2dFS5008,15.697,15.688,99.999,99.999,8.387
AzV14,14.264,14.169,99.999,99.999,99.999
2dFS0610,15.053,15.191,99.999,99.999,99.999
AzV15,13.592,13.598,13.594,13.567,99.999
2dFS5010,14.812,14.856,99.999,99.999,99.999
2dFS5012,14.951,14.938,99.999,99.999,99.999
AzV26,12.97,12.983,12.941,12.972,99.999
2dFS0689,13.891,13.941,13.671,99.999,99.999
2dFS5022,15.492,15.361,99.999,99.999,99.999
AzV47,14.241,14.252,14.245,99.999,99.999
2dFS5026,15.574,15.537,99.999,99.999,7.505
2dFS5027,15.475,15.409,99.999,99.999,99.999
AzV52;2dFS0732,14.466,14.263,99.999,99.999,99.999
2dFS0738,15.558,15.497,99.999,99.999,99.999
AzV61;2dFS0748,14.12,99.999,13.81,99.999,99.999
AzV67;2dFS0752,14.192,14.128,99.999,99.999,99.999
AzV69,13.831,13.842,13.965,99.999,99.999
AzV70;Sk35;2dFS0756,12.762,12.742,99.999,12.696,99.999
2dFS0761,14.697,14.637,99.999,99.999,99.999
AzV73;2dFS0764;OGLE-td5202153,14.673,14.624,99.999,99.999,99.999
2dFS0767,14.786,14.852,99.999,99.999,99.999
AzV75,13.164,13.167,13.014,99.999,99.999
AzV77,14.577,14.643,14.63,99.999,99.999
2dFS5040,16.082,16.001,99.999,99.999,8.101
2dFS0771,16.472,16.506,99.999,99.999,99.999
2dFS5041,15.274,15.214,99.999,99.999,99.999
AzV80,13.66,13.811,13.587,13.621,99.999
AzV83,13.813,13.825,13.869,99.999,99.999
OGLE-td5316725,15.092,15.432,99.999,99.999,99.999
2dFS5047,15.465,15.432,99.999,99.999,99.999
OGLE-PSFid5243188,15.738,15.64,99.999,99.999,7.094
OGLE-PSFid5305884,14.578,14.473,99.999,99.999,99.999
AzV95,14.115,14.2,13.998,99.999,99.999
2dFS0821,15.663,15.643,99.999,99.999,99.999
AzV109;2dFS5050;OGLE-td6077224,99.999,14.475,99.999,99.999,99.999
AzV113;2dFS0835,13.665,13.494,13.299,13.029,99.999
AzV114;2dFS0836,15.367,15.298,99.999,99.999,7.738
2dFS0844,14.857,14.883,99.999,99.999,99.999
2dFS0848,15.269,15.267,99.999,99.999,99.999
AzV120;2dFS0860,15.198,15.205,99.999,99.999,99.999
AzV124,12.724,12.46,12.258,12.021,99.999
AzV128,14.863,14.829,99.999,99.999,99.999
AzV133;2dFS5060,99.999,14.463,99.999,99.999,99.999
AzV135;2dFS0889,14.72,14.644,99.999,99.999,99.999
2dFS5062,15.607,15.616,99.999,99.999,99.999
2dFS5066,14.917,14.815,99.999,99.999,99.999
2dFS5067,15.822,15.94,99.999,99.999,99.999
2dFS0936,14.356,14.233,13.767,13.429,99.999
AzV148,14.784,14.809,14.574,99.999,99.999
OGLE-PSFid7066175;HV1620;2dFS1003,14.039,13.791,13.59,99.999,99.999
AzV162,12.689,12.438,12.247,11.909,99.999
SMC5_004695,15.96,16.088,99.999,99.999,8.715
AzV170;2dFS1086,14.729,14.708,99.999,99.999,99.999
SMC5_004326;2dFS1103,17.068,99.999,99.999,99.999,99.999
NGC330-049;SMC5_086635,16.098,16.535,99.999,99.999,99.999
SMC5_004198,15.189,99.999,99.999,99.999,99.999
SMC5_000810,15.554,15.593,99.999,99.999,8.112
NGC330-052;SMC5_000744;2dFS1152,16.269,16.172,99.999,99.999,99.999
AzV177,15.36,99.999,99.999,99.999,99.999
OGLE-td7243913,15.52,15.388,99.999,99.999,99.999
2dFS1192,15.75,15.716,99.999,99.999,8.666
SMC5_003739,14.099,14.134,99.999,99.999,99.999
AzV186;NGC330-013;SMC5_001959;2dFS1230,14.588,14.511,14.241,99.999,99.999
AzV188,14.481,14.312,14.255,99.999,99.999
flames1067;SMC5_023410,16.217,16.355,99.999,99.999,99.999
NGC346-090;SMC5_026342,16.351,16.428,99.999,99.999,99.999
NGC346-028;SMC5_069506;MPG113,15.721,15.672,99.999,99.999,99.999
AzV207,15.021,15.049,99.999,99.999,99.999
AzV208,13.013,12.691,12.516,12.202,99.999
NGC346-066;SMC5_001152,16.24,16.211,99.999,99.999,99.999
NGC346-077;SMC5_030292;MPG514,16.587,99.999,99.999,99.999,99.999
NGC346-050;SMC5_075959;MPG299,99.999,15.968,99.999,99.999,99.999
NGC346-007;SMC5_079542,14.807,14.797,99.999,99.999,99.999
MPG330;flames1048;SMC5_029481,15.949,99.999,99.999,99.999,99.999
WB4;NMC30;MPG342;flames1010;SMC5_082080,14.299,14.267,99.999,99.999,99.999
WB3;NMC29;MPG355;flames1008;SMC5_089084,14.169,14.135,99.999,99.999,99.999
NMC34;MPG356;flames1071;SMC5_056051,16.191,99.999,99.999,99.999,99.999
MPG370;flames1039;SMC5_082500,15.377,15.405,99.999,99.999,99.999
MPG396;flames1015;SMC5_029619,99.999,13.588,11.71,99.999,99.999
flames1001;SMC5_082839;MPG435,13.076,13.07,99.999,99.999,99.999
NGC346-034;SMC5_029400,99.999,15.544,99.999,99.999,99.999
NGC346-487;MPG487,15.325,99.999,99.999,99.999,99.999
NMC16;MPG500;flames1058;SMC5_075749,15.821,99.999,99.999,12.149,99.999
NGC346-051;SMC5_038979,15.988,16.014,99.999,99.999,99.999
AzV220;MA93-1121;KWB346-89;flames1019;SMC5_033514,15.081,14.866,99.999,99.999,99.999
MPG561;flames1086;SMC5_062110,15.398,99.999,99.999,99.999,99.999
2dFS1369;flames1144;SMC5_053983,16.612,16.547,99.999,99.999,99.999
MPG615;flames1025;SMC5_056031,14.863,14.595,99.999,99.999,99.999
AzV223,14.335,14.247,14.289,99.999,8.12
AzV226;NGC346-010;SMC5_000836,14.886,14.925,99.999,99.999,99.999
2dFS1390,15.558,15.588,99.999,99.999,99.999
NGC346-046;SMC5_027160,16.163,16.044,99.999,99.999,8.078
AzV232;Sk80;NGC346-001,12.569,12.566,12.491,12.329,99.999
2dFS1412,15.434,15.359,99.999,99.999,99.999
NGC346-025;SMC5_056190,15.666,15.607,99.999,99.999,99.999
NGC346-031;SMC5_034478,15.827,15.585,99.999,99.999,99.999
AzV238;flames1011;SMC5_082732,14.336,14.353,14.196,99.999,7.539
AzV243;2dFS1440,14.576,14.57,99.999,99.999,99.999
flames1051;SMC5_055081,15.794,15.722,99.999,99.999,99.999
OGLE-PSFid8209964,14.936,14.975,99.999,99.999,99.999
flames1114;SMC5_031824,16.706,99.999,99.999,99.999,99.999
AzV247,15.072,15.013,99.999,99.999,99.999
AzV248,15.532,15.662,99.999,99.999,99.999
AzV251,15.317,15.44,99.999,99.999,99.999
2dFS1500,15.272,15.263,99.999,99.999,99.999
AzV258,13.271,13.073,12.988,12.833,99.999
OGLE-PSFid9010098,99.999,16.062,99.999,99.999,99.999
AzV262;2dFS1532,13.471,13.461,13.394,13.48,99.999
2dFS1541,16.317,16.331,99.999,99.999,99.999
AzV274,13.634,13.573,13.196,13.047,99.999
2dFS1576,16.029,15.982,99.999,99.999,99.999
AzV281,13.651,13.386,13.171,12.963,99.999
AzV282;2dFS1601,15.507,15.467,99.999,99.999,99.999
AzV285,13.278,13.056,12.922,12.813,99.999
AzV287;Sk101,13.585,13.573,13.548,99.999,99.999
2dFS1618,15.143,15.057,99.999,99.999,99.999
AzV296,15.075,15.047,99.999,99.999,99.999
2dFS1635,16.118,16.335,99.999,99.999,99.999
2dFS1638,15.657,15.533,99.999,99.999,99.999
2dFS5106,14.427,14.206,13.965,99.999,99.999
AzV302;2dFS1654,14.611,14.537,99.999,99.999,99.999
2dFS1653,15.424,15.335,99.999,99.999,99.999
AzV306,15.858,15.754,99.999,99.999,99.999
AzV308;2dFS1684,13.077,12.842,12.66,12.317,99.999
AzV317,13.389,13.435,13.347,13.249,99.999
AzV321;2dFS1720,14.377,14.341,14.327,99.999,99.999
AzV322,99.999,12.768,12.622,12.321,99.999
Hodge53;AzV327,13.932,13.947,13.974,99.999,99.999
2dFS1749,15.423,15.404,99.999,99.999,99.999
OGLE-td9175323,14.271,14.253,99.999,99.999,99.999
AzV334;2dFS1766,14.333,14.265,14.425,99.999,99.999
2dFS1827,16.581,16.451,99.999,99.999,9.123
2dFS1841,15.801,15.869,99.999,99.999,99.999
AzV345a,14.309,14.34,14.262,99.999,99.999
2dFS1940,15.885,15.874,99.999,99.999,99.999
AzV377;2dFS1971,15.323,15.29,99.999,99.999,99.999
AzV378,14.508,14.529,99.999,99.999,99.999
2dFS2002,16.559,16.281,99.999,99.999,99.999
2dFS2023,15.515,15.693,99.999,99.999,99.999
AzV388;2dFS2049,14.801,14.803,99.999,99.999,99.999
AzV387;2dFS2050,14.704,14.692,14.392,99.999,99.999
AzV396,14.999,14.922,99.999,99.999,99.999
AzV398,13.381,13.337,13.239,13.049,99.999
2dFS2123,15.659,15.685,99.999,99.999,99.999
2dFS2135,15.651,15.783,99.999,99.999,99.999
AzV402;2dFS2139,12.973,12.713,12.527,12.097,99.999
AzV411;2dFS2238,14.379,99.999,14.263,99.999,99.999
2dFS2253,15.671,15.67,99.999,99.999,99.999
2dFS2266,15.963,16.127,99.999,99.999,99.999
AzV429,15.199,15.245,99.999,99.999,99.999
AzV435,13.447,13.426,13.397,99.999,99.999
AzV439,15.264,15.197,99.999,99.999,99.999
AzV440,15.278,15.295,99.999,99.999,99.999
2dFS2553,14.508,14.328,14.12,13.814,99.999
AzV446,15.523,15.369,99.999,99.999,99.999
AzV448,15.447,15.433,99.999,99.999,99.999
AzV454;2dFS2700,13.039,12.873,12.647,12.38,99.999
AzV456;2dFS2717,12.737,12.715,12.665,12.592,99.999
2dFS2728,15.863,15.932,99.999,99.999,99.999
2dFS2753,15.456,15.321,99.999,99.999,99.999
2dFS2762,15.995,15.749,99.999,99.999,9.381
AzV461;2dFS2772,15.518,15.557,99.999,99.999,8.162
2dFS2774,13.911,13.368,13.246,12.918,99.999
AzV464,14.422,14.315,14.062,99.999,99.999
2dFS2815,15.797,15.902,99.999,99.999,99.999
AzV468,99.999,15.952,99.999,99.999,99.999
AzV469,13.733,13.656,99.999,99.999,99.999
2dFS2898,13.716,13.473,13.162,99.999,99.999
AzV476,13.815,99.999,13.856,99.999,99.999
2dFS2998,16.052,16.037,99.999,99.999,99.999
2dFS3006,15.24,15.208,99.999,99.999,8.478
2dFS3023,16.921,99.999,99.999,99.999,99.999
2dFS3030,15.02,15.084,99.999,99.999,99.999
AzV479;Sk155,12.94,12.958,12.925,99.999,99.999
AzV480;2dFS3047,13.319,13.036,12.803,12.602,99.999
2dFS3097,15.511,15.641,99.999,99.999,99.999
AzV484;2dFS3118,14.829,14.725,99.999,99.999,99.999
AzV486,99.999,13.837,13.639,99.999,99.999
AzV488;Sk159,12.149,12.186,12.121,12.162,99.999
2dFS3155,16.205,16.301,99.999,99.999,99.999
2dFS3158,16.233,16.116,99.999,99.999,99.999
2dFS3172,14.218,13.96,13.619,99.999,99.999
2dFS3199,14.625,99.999,14.764,99.999,99.999
2dFS3222,16.586,16.708,99.999,99.999,99.999
2dFS3225,14.722,14.685,99.999,99.999,99.999
AzV489,15.403,15.511,99.999,99.999,99.999
AzV490;Sk160;2dFS3235(SMCX-1),13.375,13.226,13.211,13.005,99.999
2dFS3357,13.758,13.624,13.43,13.294,99.999
2dFS3411,15.426,15.314,99.999,99.999,99.999
2dFS3517,16.398,16.225,99.999,99.999,99.999
2dFS3617,15.194,15.161,99.999,99.999,99.999
2dFS3664,15.078,15.017,99.999,99.999,99.999
2dFS3700,16.018,15.744,99.999,99.999,99.999
2dFS3720,16.235,16.465,99.999,99.999,99.999
2dFS3735,16.189,99.999,99.999,99.999,99.999
2dFS3780,15.183,15.079,99.999,99.999,99.999
2dFS3841,16.965,16.884,99.999,99.999,99.999
2dFS3934,16.29,16.125,99.999,99.999,99.999
2dFS3954,16.161,16.275,99.999,99.999,99.999
NGC602cW23,16.327,16.165,99.999,99.999,99.999
2dFS3975,14.09,14.063,13.943,99.999,99.999
2dFS3976,15.798,15.835,99.999,99.999,99.999
2dFS0006,16.091,15.986,99.999,99.999,99.999
2dFS0016,15.918,15.901,99.999,99.999,99.999
2dFS0019,15.767,15.565,99.999,99.999,99.999
2dFS0030,15.547,15.477,99.999,99.999,99.999
2dFS0035,13.719,13.665,13.739,13.557,99.999
2dFS0040,16.738,99.999,99.999,99.999,99.999
2dFS0048,15.022,15.001,99.999,99.999,99.999
2dFS0054,15.764,15.706,99.999,99.999,99.999
2dFS0057,16.546,16.577,99.999,99.999,99.999
2dFS0068,14.129,14.042,14.096,99.999,99.999
2dFS0081,13.473,13.421,13.305,13.325,99.999
2dFS0085,16.478,16.396,99.999,99.999,99.999
2dFS0110,14.372,14.202,99.999,99.999,99.999
2dFS0121,14.415,14.416,14.144,99.999,99.999
2dFS0125,15.887,15.976,99.999,99.999,99.999
2dFS0132,15.398,99.999,99.999,99.999,99.999
2dFS0145,15.677,15.701,99.999,99.999,99.999
2dFS0146,13.131,13.011,13.069,12.994,99.999
2dFS0157,14.271,99.999,14.591,99.999,99.999
2dFS0173,15.815,15.833,99.999,99.999,99.999
2dFS0178,16.069,15.821,99.999,99.999,99.999
2dFS0179,15.486,15.417,99.999,99.999,99.999
2dFS0180,14.13,14.089,14.064,99.999,99.999
2dFS0188,15.67,99.999,99.999,99.999,99.999
2dFS0189,13.113,12.99,12.985,99.999,99.999
2dFS0193,14.128,14.107,14.231,99.999,99.999
2dFS0196,13.292,13.224,13.221,13.294,99.999
2dFS0198,15.307,15.39,99.999,99.999,99.999
2dFS0200,13.144,13.194,12.962,13.077,99.999
2dFS0237,13.655,13.608,13.477,99.999,99.999
2dFS0238,13.418,13.339,13.468,13.205,99.999
2dFS0244,14.204,14.105,14.214,99.999,99.999
2dFS0246,15.668,15.489,99.999,99.999,99.999
2dFS0248,15.95,15.76,99.999,99.999,99.999
2dFS0255,14.149,14.124,14.174,99.999,99.999
2dFS0257,14.451,14.462,99.999,99.999,99.999
2dFS0261,13.748,13.697,13.682,99.999,99.999
2dFS0277,15.417,15.277,99.999,99.999,99.999
2dFS0281,15.831,15.87,99.999,99.999,99.999
2dFS0288,16.634,99.999,99.999,99.999,99.999
2dFS0291,99.999,16.635,99.999,99.999,99.999
2dFS0304,13.515,13.587,13.436,13.344,99.999
2dFS0312,14.036,13.946,13.952,99.999,99.999
2dFS0317,13.708,13.705,13.667,99.999,99.999
2dFS0319,16.017,15.973,99.999,99.999,99.999
2dFS0325,16.55,16.489,99.999,99.999,99.999
2dFS0335,15.541,15.458,99.999,99.999,99.999
2dFS0336,11.954,12.007,11.902,11.948,99.999
2dFS0339,13.413,13.334,13.46,13.51,99.999
2dFS0346,16.377,99.999,99.999,99.999,99.999
2dFS0347,13.226,13.252,13.146,13.24,99.999
2dFS0350,14.36,14.373,99.999,99.999,99.999
2dFS0353,99.999,13.485,13.467,13.276,99.999
2dFS0354,14.528,14.563,99.999,99.999,99.999
2dFS0369,12.721,12.75,12.579,12.633,99.999
2dFS0370,16.833,99.999,99.999,99.999,99.999
2dFS0374,14.342,14.364,99.999,99.999,99.999
2dFS0378,14.016,14.001,13.928,99.999,99.999
2dFS0394,15.084,15.037,99.999,99.999,99.999
2dFS0397,14.011,13.903,13.775,99.999,99.999
2dFS0400,13.17,13.183,13.104,13.158,99.999
2dFS0406,14.953,14.877,99.999,99.999,99.999
2dFS0412,14.627,14.539,14.537,99.999,99.999
2dFS0416,14.419,14.334,14.415,99.999,99.999
2dFS0417,14.502,14.459,14.157,99.999,99.999
2dFS0419,14.753,14.581,99.999,99.999,99.999
2dFS0420,14.448,99.999,99.999,99.999,99.999
2dFS0433,13.878,13.817,13.793,99.999,99.999
2dFS0434,14.233,14.217,14.183,99.999,99.999
2dFS0444,14.779,99.999,99.999,99.999,99.999
2dFS0450,14.488,14.401,14.462,99.999,99.999
2dFS0465,15.026,14.995,99.999,99.999,99.999
2dFS0470,15.53,15.49,99.999,99.999,99.999
2dFS0474,16.119,16.161,99.999,99.999,99.999
SMC3-1,12.909,12.665,12.461,12.14,99.999
2dFS0477,13.732,13.661,13.724,13.543,99.999
2dFS0479,13.941,13.83,13.847,99.999,99.999
2dFS0481,13.706,13.653,13.764,99.999,99.999
2dFS0490,13.089,13.113,13.094,12.996,99.999
2dFS0491,15.908,15.914,99.999,99.999,99.999
2dFS0494,15.293,15.277,99.999,99.999,99.999
2dFS0496,13.815,13.883,99.999,99.999,99.999
2dFS0497,13.373,13.346,13.303,99.999,99.999
2dFS0505,11.91,11.993,11.949,11.878,99.999
2dFS0507,15.428,15.239,99.999,99.999,99.999
2dFS0511,16.201,16.334,99.999,99.999,99.999
2dFS0514,15.229,15.179,99.999,99.999,99.999
2dFS0516,13.528,13.598,13.423,99.999,99.999
2dFS0517,14.502,14.361,14.536,99.999,99.999
2dFS0521,15.619,15.708,99.999,99.999,99.999
2dFS0524,15.453,15.512,99.999,99.999,99.999
2dFS0531,13.958,14.038,13.768,99.999,99.999
2dFS0532,14.248,14.267,14.201,99.999,99.999
2dFS0539,13.378,99.999,13.27,99.999,99.999
2dFS0540,14.368,14.444,99.999,99.999,99.999
2dFS0550,15.171,15.21,99.999,99.999,99.999
2dFS0553,14.993,14.878,99.999,99.999,99.999
2dFS0557,14.909,15.013,99.999,99.999,99.999
