 id ra dec flag mag3_6 mag4_5 mag5_8 mag8_0 mag24 
 1884889 23.1451500000000010 -72.0393629999999945 O 11.5050000000000008 11.4540000000000006 11.5559999999999992 11.5020000000000007 99.9989999999999952
 1885523 23.1609599999999993 -73.3341259999999977 aO/O 11.7690000000000001 11.9220000000000006 11.7710000000000008 11.6950000000000003 99.9989999999999952
 1885564 23.1617509999999989 -74.8342569999999938 aO/O 11.4480000000000004 11.4480000000000004 11.2620000000000005 11.1129999999999995 99.9989999999999952
 1885893 23.1703599999999987 -71.1172569999999951 O 12.4369999999999994 12.5250000000000004 12.4399999999999995 12.3940000000000001 99.9989999999999952
 1887359 23.2066809999999997 -71.5291409999999956 O 11.4890000000000008 11.6720000000000006 11.4649999999999999 11.4559999999999995 99.9989999999999952
 1896658 23.4404530000000015 -71.1816989999999947 O 11.4680000000000000 11.5950000000000006 11.4179999999999993 11.3620000000000001 99.9989999999999952
 1899769 23.5204449999999987 -71.8743460000000027 O 12.1020000000000003 12.1679999999999993 12.0210000000000008 11.9290000000000003 99.9989999999999952
 1903741 23.6245620000000009 -72.4559880000000049 O 11.9949999999999992 99.9990005493164062 11.9670000000000005 99.9990005493164062 99.9989999999999952
 1905033 23.6586609999999986 -74.4938319999999976 O 12.2170000000000005 12.0909999999999993 12.0389999999999997 12.0459999999999994 99.9989999999999952
 1905958 23.6833339999999986 -72.0706519999999955 O 12.2880000000000003 12.4239999999999995 12.2889999999999997 12.3089999999999993 99.9989999999999952
 1906432 23.6969139999999996 -73.0675820000000016 O 11.7739999999999991 11.9149999999999991 11.7569999999999997 11.6950000000000003 99.9989999999999952
 1907181 23.7178690000000003 -74.0551159999999982 O 12.5709999999999997 12.6709999999999994 12.5530000000000008 12.5779999999999994 99.9989999999999952
 1907214 23.7186640000000004 -72.6954319999999967 O 12.0920000000000005 12.1639999999999997 11.9789999999999992 11.8989999999999991 99.9989999999999952
 1910734 23.8126789999999993 -71.6937439999999953 O 11.2599999999999998 11.3360000000000003 11.1690000000000005 11.0760000000000005 99.9989999999999952
 1912643 23.8632479999999987 -73.0409290000000055 aO/O 12.4079999999999995 12.4410000000000007 12.2660000000000000 11.8239999999999998 99.9989999999999952
 1915079 23.9297630000000012 -74.5659569999999974 O 12.4740000000000002 12.5500000000000007 12.4949999999999992 12.3970000000000002 99.9989999999999952
 1915422 23.9391929999999995 -73.6483209999999957 O 11.3870000000000005 11.5069999999999997 11.3740000000000006 11.3620000000000001 99.9989999999999952
 1917775 24.0043469999999992 -72.9221880000000056 aO/O 11.8209999999999997 11.8590000000000000 11.6739999999999995 11.5800000000000001 99.9989999999999952
 1917893 24.0077369999999988 -71.6590350000000029 O 11.8239999999999998 11.8689999999999998 11.7420000000000009 11.6869999999999994 99.9989999999999952
 1918212 24.0169490000000003 -71.7885710000000046 aO/O 11.2929999999999993 11.3829999999999991 11.1969999999999992 11.0440000000000005 99.9989999999999952
 1918358 24.0219769999999997 -73.6608159999999970 O 12.1280000000000001 12.1460000000000008 12.0960000000000001 12.0790000000000006 99.9989999999999952
 1918707 24.0321649999999991 -73.3788650000000047 O 12.4060000000000006 12.4350000000000005 12.3699999999999992 12.3430000000000000 99.9989999999999952
 1918850 24.0356859999999983 -73.6900519999999943 aO/O 11.7929999999999993 11.9000000000000004 11.8569999999999993 11.6319999999999997 99.9989999999999952
 1920366 24.0794670000000011 -74.3411210000000011 aO/O 12.1180000000000003 12.1999999999999993 12.0709999999999997 11.9489999999999998 99.9989999999999952
 1927564 24.2920340000000010 -71.8021739999999937 aO/O 11.3520000000000003 11.5160000000000000 11.3499999999999996 11.2279999999999998 99.9989999999999952
 1930179 24.3710239999999985 -74.8142770000000041 O 12.3569999999999993 12.4469999999999992 12.3049999999999997 12.3339999999999996 99.9989999999999952
 1930873 24.3921039999999998 -71.3831710000000044 aO/O 12.0169999999999995 11.9879999999999995 11.8889999999999993 11.7620000000000005 99.9989999999999952
 1931310 24.4062599999999996 -73.6952210000000036 aO/O 11.2829999999999995 11.3379999999999992 11.1639999999999997 11.0220000000000002 99.9989999999999952
 1932107 24.4313789999999997 -75.0535179999999968 O 12.3070000000000004 12.2710000000000008 12.1639999999999997 12.2100000000000009 99.9989999999999952
 1935198 24.5345869999999984 -73.7748129999999946 O 11.4770000000000003 11.6600000000000001 11.5060000000000002 11.4760000000000009 99.9989999999999952
 1936146 24.5657560000000004 -71.3560209999999984 aO/O 12.3230000000000004 12.3480000000000008 12.1570000000000000 12.1219999999999999 99.9989999999999952
 1943593 24.8231600000000014 -74.9345210000000037 O 12.0549999999999997 12.1329999999999991 11.9909999999999997 11.9909999999999997 99.9989999999999952
 1947529 24.9673799999999986 -71.4835570000000047 O 11.8520000000000003 11.8460000000000001 11.6829999999999998 11.7029999999999994 99.9989999999999952
 1949822 25.0519260000000017 -73.8235959999999949 aO/O 12.3040000000000003 12.4019999999999992 12.2889999999999997 12.1479999999999997 99.9989999999999952
 1950537 25.0786569999999998 -72.9973159999999979 O 12.0120000000000005 12.0180000000000007 11.9789999999999992 11.9700000000000006 99.9989999999999952
 1950970 25.0939060000000005 -74.3627489999999938 O 12.4979999999999993 12.6020000000000003 12.5239999999999991 12.4429999999999996 99.9989999999999952
 1961376 25.5114519999999985 -74.0420909999999992 aO/O 12.3539999999999992 12.3480000000000008 12.2360000000000007 12.2620000000000005 99.9989999999999952
 1962911 25.5703789999999991 -74.3126209999999929 O 12.1920000000000002 12.3580000000000005 12.2739999999999991 12.2200000000000006 99.9989999999999952
 1965139 25.6396680000000003 -73.7309659999999951 O 11.8520000000000003 11.9949999999999992 11.8620000000000001 11.8149999999999995 99.9989999999999952
 1965307 25.6468850000000010 -72.6384520000000009 O 12.4949999999999992 99.9990005493164062 12.4860000000000007 99.9990005493164062 99.9989999999999952
 1965685 25.6638050000000000 -73.4497259999999983 O 12.5540000000000003 12.5950000000000006 12.5039999999999996 12.5060000000000002 99.9989999999999952
 1966365 25.6942500000000003 -73.8032989999999955 aO/O 11.5259999999999998 11.5999999999999996 11.4429999999999996 11.2599999999999998 99.9989999999999952
 1966822 25.7135229999999986 -74.4930430000000001 O 11.6579999999999995 11.7240000000000002 11.6829999999999998 11.6240000000000006 99.9989999999999952
 1966872 25.7157879999999999 -74.1670790000000011 O 12.3659999999999997 12.6920000000000002 12.5830000000000002 12.6600000000000001 99.9989999999999952
 1969514 25.8238349999999990 -73.9451990000000023 O 11.8049999999999997 11.9469999999999992 11.7959999999999994 11.7620000000000005 99.9989999999999952
 1973227 25.9790230000000015 -73.4852099999999950 O 11.9420000000000002 11.9760000000000009 11.8829999999999991 11.8149999999999995 99.9989999999999952
 1974771 26.0506330000000013 -72.9088380000000029 O 11.5709999999999997 11.6920000000000002 11.5289999999999999 11.5229999999999997 99.9989999999999952
 1977663 26.1798380000000002 -74.8737739999999974 O 12.4860000000000007 12.4469999999999992 12.3789999999999996 12.4060000000000006 99.9989999999999952
 1978438 26.2151010000000007 -73.6844020000000057 aO/O 11.5779999999999994 11.5459999999999994 11.3279999999999994 10.9879999999999995 99.9989999999999952
 1981597 26.3616999999999990 -72.8888489999999933 O 12.3590000000000000 12.4130000000000003 12.3450000000000006 12.3430000000000000 99.9989999999999952
 1982245 26.3889730000000000 -72.9666660000000036 aO/O 12.5289999999999999 12.5559999999999992 12.4039999999999999 11.8520000000000003 99.9989999999999952
 1983698 26.4594079999999998 -75.0913989999999956 O 11.4230000000000000 11.4589999999999996 11.3699999999999992 11.3270000000000000 99.9989999999999952
 1986292 26.5864559999999983 -75.2646819999999934 O 12.3260000000000005 12.3320000000000007 12.2140000000000004 12.1699999999999999 99.9989999999999952
 1986325 26.5879329999999996 -73.4021209999999940 O 12.4199999999999999 12.5000000000000000 12.3960000000000008 12.4169999999999998 99.9989999999999952
 1986715 26.6069689999999994 -73.7150380000000069 aO/O 11.8750000000000000 11.8130000000000006 11.6050000000000004 11.4369999999999994 99.9989999999999952
 1987772 26.6657399999999996 -74.7860770000000059 O 11.9339999999999993 11.9359999999999999 11.8569999999999993 11.8520000000000003 99.9989999999999952
 1987939 26.6758099999999985 -73.9390740000000051 O 12.1730000000000000 12.2810000000000006 12.1029999999999998 12.1310000000000002 99.9989999999999952
 1994148 27.0129190000000001 -74.3776490000000052 aO/O 11.4149999999999991 11.4320000000000004 11.3339999999999996 11.1820000000000004 99.9989999999999952
 1997857 27.2140270000000015 -74.5751659999999958 O 12.1959999999999997 12.2469999999999999 12.1639999999999997 12.1029999999999998 99.9989999999999952
 1999656 27.3116510000000012 -73.7257100000000065 O 11.8970000000000002 12.0030000000000001 11.8569999999999993 11.8059999999999992 99.9989999999999952
 2003264 27.5068729999999988 -73.3425510000000003 aO/O 11.3399999999999999 11.3629999999999995 11.1829999999999998 10.7029999999999994 99.9989999999999952
 2006317 27.6819740000000003 -73.6373940000000005 aO/O 11.9580000000000002 11.9730000000000008 11.7910000000000004 11.7449999999999992 99.9989999999999952
 2013383 28.0787000000000013 -73.4467039999999969 O 12.1839999999999993 12.2230000000000008 12.1159999999999997 12.0600000000000005 99.9989999999999952
 2014052 28.1183729999999983 -74.9490210000000019 O 10.9369999999999994 10.8450000000000006 10.5960000000000001 10.3889999999999993 99.9989999999999952
 2015171 28.1889760000000003 -73.4621510000000058 O 11.8369999999999997 11.9879999999999995 11.8260000000000005 11.8059999999999992 99.9989999999999952
 2018382 28.3799150000000004 -73.1846489999999932 O 12.5050000000000008 12.4350000000000005 12.2739999999999991 12.4520000000000000 99.9989999999999952
 2021624 28.5787310000000012 -74.3423760000000016 O 12.3710000000000004 12.3420000000000005 12.2430000000000003 12.1189999999999998 99.9989999999999952
 2023439 28.6842690000000005 -73.8475710000000021 O 12.2739999999999991 12.3480000000000008 12.2739999999999991 12.1530000000000005 99.9989999999999952
 2031403 29.1293749999999996 -73.2090790000000027 O 12.3569999999999993 99.9990005493164062 12.2279999999999998 99.9990005493164062 99.9989999999999952
 2035976 29.3786220000000000 -74.9366540000000043 O 12.5329999999999995 12.6289999999999996 12.5139999999999993 12.5229999999999997 99.9989999999999952
 2043743 29.8008009999999999 -74.3609629999999981 O 12.4670000000000005 12.4469999999999992 12.3620000000000001 12.3780000000000001 99.9989999999999952
 2048280 30.0650489999999984 -74.8091880000000060 O 12.3369999999999997 12.3740000000000006 12.2579999999999991 12.2539999999999996 99.9989999999999952
 2048658 30.0859050000000003 -73.2351490000000069 O 12.5380000000000003 12.6359999999999992 12.5039999999999996 12.5480000000000000 99.9989999999999952
 2049755 30.1487079999999992 -74.0196909999999946 aO/O 12.0899999999999999 12.1029999999999998 11.8520000000000003 11.6869999999999994 99.9989999999999952
 2055025 30.4647269999999999 -75.3624740000000060 O 11.8019999999999996 11.8629999999999995 11.7609999999999992 11.6869999999999994 99.9989999999999952
 2060724 30.7864159999999991 -75.2667129999999958 O 12.5779999999999994 12.6219999999999999 12.5239999999999991 12.5160000000000000 99.9989999999999952
 2062006 30.8592429999999993 -73.2710509999999999 aO/O 11.8369999999999997 11.8940000000000001 11.7379999999999995 11.5370000000000008 99.9989999999999952
 2073166 31.5274900000000002 -75.1251409999999993 aO/O 11.7650000000000006 11.7690000000000001 11.6129999999999995 11.5090000000000003 99.9989999999999952
 2074725 31.6241960000000013 -74.1078569999999957 O 12.4459999999999997 12.4640000000000004 12.3620000000000001 12.2620000000000005 99.9989999999999952
 2076318 31.7204720000000009 -73.8307740000000052 O 12.3140000000000001 12.2089999999999996 12.1639999999999997 12.1609999999999996 99.9989999999999952
 2086268 32.2874470000000002 -74.6942630000000065 O 12.4060000000000006 12.3640000000000008 12.3209999999999997 12.3469999999999995 99.9989999999999952
 2098366 33.0155430000000010 -74.0294849999999940 O 12.3260000000000005 12.2810000000000006 12.1570000000000000 12.1989999999999998 99.9989999999999952
 2100331 33.1266049999999979 -73.4518900000000059 O 12.3040000000000003 12.3010000000000002 12.1709999999999994 12.2739999999999991 99.9989999999999952
 2101857 33.2137069999999994 -73.8600930000000062 O 12.2430000000000003 12.2230000000000008 12.1570000000000000 12.1039999999999992 99.9989999999999952
 2119340 34.1674739999999986 -74.2091259999999977 O 12.3900000000000006 12.3010000000000002 12.2970000000000006 12.3149999999999995 99.9989999999999952
 2124056 34.4140999999999977 -73.4049320000000023 O 12.5259999999999998 12.5440000000000005 12.4399999999999995 12.4280000000000008 99.9989999999999952
 2126638 34.5541120000000035 -74.6824880000000064 O 11.9440000000000008 12.0259999999999998 11.8670000000000009 11.9290000000000003 99.9989999999999952
 2131307 34.8158109999999965 -73.6283710000000013 O 11.6110000000000007 11.6999999999999993 11.5969999999999995 11.5510000000000002 99.9989999999999952
 2140964 35.3415620000000033 -73.3572630000000032 O 12.2899999999999991 12.3170000000000002 12.2210000000000001 12.1449999999999996 99.9989999999999952
 2141856 35.3938980000000001 -74.8113490000000070 O 12.3190000000000008 12.3529999999999998 12.2810000000000006 12.3339999999999996 99.9989999999999952
 2152852 36.0426920000000024 -75.4308510000000041 aO/O 12.3870000000000005 12.4179999999999993 12.2810000000000006 12.2360000000000007 99.9989999999999952
 2166422 36.8597609999999989 -73.5157849999999939 O 12.3940000000000001 12.4239999999999995 12.3209999999999997 12.3650000000000002 99.9989999999999952
 2172311 37.1788730000000029 -74.4752820000000071 O 12.3260000000000005 12.2569999999999997 12.1570000000000000 12.1780000000000008 99.9989999999999952
 123 7.2331040000000000 -72.5953710000000001 O 10.6820000000000004 10.5489999999999995 10.3569999999999993 10.1920000000000002 10.0700000000000003
 143 7.9997449999999999 -74.3149559999999951 O 12.0030000000000001 12.0510000000000002 11.9610000000000003 11.9169999999999998 10.4199999999999999
 182 7.9913200000000000 -73.5012600000000020 aO/O 11.0329999999999995 10.9019999999999992 10.7340000000000000 10.6069999999999993 10.5500000000000007
 197 8.0067930000000000 -73.3763100000000037 O 9.7430000000000003 9.8740000000000006 9.6780000000000008 9.5519999999999996 9.2050000000000001
 203 7.7578839999999998 -73.2140459999999962 aO/O 11.6920000000000002 11.7479999999999993 11.6560000000000006 11.5020000000000007 9.8000000000000007
 208 7.7765589999999998 -73.0469460000000055 aO/O 11.6129999999999995 11.7569999999999997 11.6050000000000004 11.4760000000000009 10.5500000000000007
 226 7.9682860000000000 -72.3002960000000030 aO/O 11.9130000000000003 11.8970000000000002 11.7520000000000007 11.3330000000000002 9.7959999999999994
 237 8.1563730000000003 -74.3843629999999933 aO/O 11.2880000000000003 11.3049999999999997 11.0109999999999992 10.9179999999999993 10.2899999999999991
 240 8.2017030000000002 -74.4329879999999946 O 10.0009999999999994 10.1150000000000002 9.9309999999999992 9.8379999999999992 9.7669999999999995
 348 8.8616899999999994 -74.1255929999999950 O 10.8399999999999999 10.7949999999999999 10.5960000000000001 10.4440000000000008 10.1999999999999993
 384 8.9748909999999995 -73.4454599999999971 O 11.6470000000000002 11.8590000000000000 11.7609999999999992 11.6709999999999994 10.4100000000000001
 387 9.0203480000000003 -73.3696510000000046 O 10.7829999999999995 10.9789999999999992 10.8119999999999994 10.7629999999999999 10.4600000000000009
 408 9.1671019999999999 -73.0888070000000027 O 10.4890000000000008 10.6479999999999997 10.4580000000000002 10.4290000000000003 10.1099999999999994
 491 9.4930140000000005 -73.8282549999999986 O 10.4420000000000002 10.5790000000000006 10.3940000000000001 10.2850000000000001 9.6750000000000007
 515 9.5717639999999999 -73.3286789999999939 aO/O 11.4529999999999994 11.5820000000000007 11.3469999999999995 11.1470000000000002 9.8520000000000003
 528 10.0536480000000008 -73.4014999999999986 O 9.9299999999999997 10.0690000000000008 9.9309999999999992 9.8919999999999995 9.8620000000000001
 534 9.5771529999999991 -73.1115630000000039 O 10.5150000000000006 10.4900000000000002 10.4149999999999991 10.3260000000000005 9.9290000000000003
 553 9.9046629999999993 -72.8963410000000067 O 10.3420000000000005 10.3900000000000006 10.2289999999999992 10.1760000000000002 9.7360000000000007
 556 9.9747590000000006 -72.8568159999999949 O 11.7340000000000000 11.8130000000000006 11.6129999999999995 10.4749999999999996 8.1039999999999992
 557 10.0531950000000005 -72.8980679999999950 O 11.6180000000000003 11.7880000000000003 11.6690000000000005 11.6090000000000000 10.5399999999999991
 600 10.2074909999999992 -74.7718969999999956 aO/O 11.7829999999999995 11.7910000000000004 11.5719999999999992 10.7129999999999992 8.7620000000000005
 615 10.1772989999999997 -74.3134309999999942 O 11.0030000000000001 11.0180000000000007 10.9039999999999999 10.7949999999999999 10.2300000000000004
 637 10.7163079999999997 -73.9601490000000013 aO/O 11.0220000000000002 11.0030000000000001 10.9120000000000008 10.8529999999999998 10.3399999999999999
 642 10.2244659999999996 -73.8452319999999958 aO/O 11.7710000000000008 11.8529999999999998 11.7189999999999994 11.6549999999999994 10.3699999999999992
 648 10.4890419999999995 -73.7058439999999990 O 10.1389999999999993 10.2989999999999995 10.1570000000000000 10.1210000000000004 10.0199999999999996
 668 10.5706760000000006 -73.6473610000000036 aO/O 12.0869999999999997 12.0950000000000006 11.8409999999999993 10.6129999999999995 8.4659999999999993
 673 10.3737619999999993 -73.4122500000000002 O 10.1609999999999996 10.2910000000000004 10.1150000000000002 9.8810000000000002 9.6229999999999993
 727 10.7059280000000001 -72.9887540000000001 O 9.8369999999999997 9.9019999999999992 9.7360000000000007 9.5449999999999999 9.1910000000000007
 728 10.7076449999999994 -72.9198399999999936 O 10.7270000000000003 10.5899999999999999 10.5340000000000007 10.2780000000000005 9.8439999999999994
 735 10.3053190000000008 -72.8435180000000031 aO/O 11.7650000000000006 11.6549999999999994 11.4540000000000006 11.2390000000000008 9.8919999999999995
 736 10.3362610000000004 -72.8244990000000030 O 10.6750000000000007 10.8829999999999991 10.6010000000000009 10.5980000000000008 10.3100000000000005
 737 10.3393499999999996 -72.8376609999999971 O 9.2789999999999999 99.9990005493164062 8.8689999999999998 8.2500000000000000 6.2300000000000004
 758 10.6965810000000001 -72.4504529999999960 aO/O 12.2530000000000001 12.2469999999999999 12.0960000000000001 11.9909999999999997 10.4199999999999999
 830 11.0393849999999993 -73.9259100000000018 aO/O 10.9649999999999999 10.9819999999999993 10.8160000000000007 10.6340000000000003 10.3499999999999996
 839 11.4672780000000003 -73.9471209999999957 O 10.6980000000000004 10.8859999999999992 10.7360000000000007 10.6560000000000006 10.3599999999999994
 856 11.0006430000000002 -73.5311080000000032 O 9.9909999999999997 10.1430000000000007 9.9949999999999992 9.9570000000000007 9.7240000000000002
 860 11.1609649999999991 -73.5950720000000018 O 10.5150000000000006 10.6110000000000007 10.5289999999999999 10.5129999999999999 10.1300000000000008
 868 10.8012730000000001 -73.3703030000000069 aO/O 11.4930000000000003 11.5690000000000008 11.3870000000000005 11.2230000000000008 10.5500000000000007
 876 10.9942539999999997 -73.4192110000000042 O 10.4529999999999994 10.5489999999999995 10.4329999999999998 10.4039999999999999 10.0399999999999991
 878 11.0038820000000008 -73.3566699999999940 aO/O 10.8640000000000008 10.9550000000000001 10.8650000000000002 10.6899999999999995 10.2200000000000006
 918 11.1406989999999997 -73.0687570000000051 aO/O 11.3019999999999996 11.3529999999999998 11.1280000000000001 10.9589999999999996 10.3499999999999996
 922 11.1859369999999991 -73.2355060000000009 O 9.4039999999999999 9.4730000000000008 9.2569999999999997 9.1170000000000009 8.5760000000000005
 925 11.2250309999999995 -73.2485199999999992 aO/O 10.9550000000000001 11.0419999999999998 10.9149999999999991 10.8309999999999995 10.3200000000000003
 929 11.2655370000000001 -73.0808090000000021 O 9.9949999999999992 10.0690000000000008 9.9309999999999992 9.7989999999999995 9.8149999999999995
 987 11.4343970000000006 -72.7695360000000022 aO/O 11.2390000000000008 11.4570000000000007 11.2590000000000003 11.1180000000000003 10.3800000000000008
 1002 10.9415359999999993 -72.3937389999999965 aO/O 11.4819999999999993 11.5589999999999993 11.3309999999999995 10.6400000000000006 8.9339999999999993
 1019 11.3585139999999996 -72.2424970000000002 aO/O 11.6590000000000007 11.7720000000000002 11.5519999999999996 11.3870000000000005 9.6910000000000007
 1060 11.6113219999999995 -74.4393830000000065 O 10.4840000000000000 10.6110000000000007 10.4009999999999998 10.0559999999999992 10.0199999999999996
 1084 12.0741940000000003 -74.0161010000000061 O 10.7270000000000003 10.7530000000000001 10.6760000000000002 10.6620000000000008 10.2599999999999998
 1106 12.0956630000000001 -73.6846359999999976 O 10.7050000000000001 9.6820000000000004 8.8149999999999995 7.9969999999999999 6.8300000000000001
 1134 11.9331829999999997 -73.5536189999999976 O 10.8919999999999995 10.9510000000000005 10.7650000000000006 10.7129999999999992 10.4000000000000004
 1142 12.0833750000000002 -73.5311360000000036 O 10.6679999999999993 10.7070000000000007 10.5749999999999993 10.4260000000000002 9.9670000000000005
 1145 11.4752480000000006 -73.4389419999999973 O 9.8710000000000004 9.9299999999999997 9.7660000000000000 9.6449999999999996 9.2739999999999991
 1158 11.5818340000000006 -73.3253809999999930 O 9.2530000000000001 9.3689999999999998 9.2330000000000005 9.0800000000000001 8.7750000000000004
 1180 11.7535380000000007 -73.3904110000000003 O 9.2309999999999999 9.3590000000000000 9.2050000000000001 9.0440000000000005 8.6880000000000006
 1187 11.8012230000000002 -73.4146669999999943 O 9.5830000000000002 9.6679999999999993 9.5329999999999995 9.4290000000000003 8.3750000000000000
 1191 11.8301569999999998 -73.3226499999999959 O 10.0660000000000007 10.1780000000000008 10.0139999999999993 9.7189999999999994 9.4199999999999999
 1201 11.9249440000000000 -73.4096300000000070 O 10.6329999999999991 10.5999999999999996 10.3650000000000002 10.2309999999999999 9.8740000000000006
 1239 11.5235439999999993 -73.2094840000000033 O 10.0289999999999999 10.1090000000000000 9.9580000000000002 9.8119999999999994 9.4000000000000004
 1266 11.7575179999999992 -73.0558209999999946 O 9.8900000000000006 9.9819999999999993 9.8290000000000006 9.7070000000000007 9.4939999999999998
 1332 11.6095570000000006 -72.9417880000000025 O 10.3800000000000008 10.5489999999999995 10.4070000000000000 10.3140000000000001 10.4000000000000004
