IDs,mag3_6,mag4_4,mag5_8,mag8_0,mag24
SSTISAGEMA J004614.75-723519.3  ,14.4739672407752,10.7892488986087,12.4181903796281,10.7892488986087,6.48412538378841
SSTISAGEMA J004616.46-730615.3  ,15.5446185639725,11.7841391649454,13.9625666482537,11.7841391649454,8.78994667332868
SSTISAGEMA J004618.77-731241.5  ,15.7795779735711,11.8106896397726,13.109484972455,11.8106896397726,7.84061321747911
SSTISAGEMA J004622.32-713627.5  ,13.0325582126751,10.6329455563217,11.4094204444277,10.6329455563217,7.85187744612163
SSTISAGEMA J004623.09-730840.8  ,15.923426257153,11.8471884852523,13.2793374680463,11.8471884852523,8.42546555451931
SSTISAGEMA J004624.17-735242.6  ,13.7676007504243,10.1317822933288,11.9548606121262,10.1317822933288,5.82369871172522
SSTISAGEMA J004624.48-732206.9  ,12.4842672343139,8.74357770153107,9.75583839940809,8.74357770153107,3.92620572115834
SSTISAGEMA J004624.66-732618.5  ,15.1573636608124,11.3556085225734,12.9341086168102,11.3556085225734,7.91378844444425
SSTISAGEMA J004625.94-731017.3  ,13.8718280515098,10.2213988736653,11.4920120963954,10.2213988736653,6.48472048441284
SSTISAGEMA J004626.69-732315.6  ,14.1093276317257,10.1826548681639,11.5222785413437,10.1826548681639,6.50940420247708
SSTISAGEMA J004626.81-730605.1  ,14.250909275866,10.0543285292406,11.8006342854155,10.0543285292406,3.7263741978682
SSTISAGEMA J004628.36-732316.9  ,14.7427543341663,10.5971487756332,12.1014744026154,10.5971487756332,7.20157913660289
SSTISAGEMA J004629.31-731552.8  ,12.4957566029079,10.2745797387354,11.1197849843393,10.2745797387354,7.20700695473064
SSTISAGEMA J004633.51-732206.2  ,15.2752381401159,11.3855205454817,12.8579807982057,11.3855205454817,7.64065594874113
SSTISAGEMA J004634.30-730553.9  ,14.120102155768,11.0403153151982,12.5581783227844,11.0403153151982,6.29320518480294
SSTISAGEMA J004634.99-733220.7  ,16.5039910674897,12.7551331391701,14.1788293688413,12.7551331391701,8.7005949528268
