SourceName,mag3_6,dmag3_6,mag4_5,dmag4_5,mag5_8,dmag5_8,mag8_0,dmag8_0,mag24,dmag24
N83-N84_J011341.89-731742.0,15.1979999542,0.0659999996,14.4010000229,0.0280000009,13.5860004425,0.1169999987,12.6649999619,0.1340000033,99.999,99.999
N83-N84_J011345.49-731811.4,15.3260002136,0.0790000036,14.9919996262,0.1379999965,13.4130001068,0.0659999996,11.9960002899,0.0399999991,99.999,99.999
N83-N84_J011359.59-731614.6,14.8020000458,0.0469999984,13.751999855,0.0309999995,12.7609996796,0.0579999983,11.7239999771,0.0860000029,99.999,99.999
N83-N84_J011402.01-731614.5,15.0839996338,0.0810000002,14.4110002518,0.0250000004,13.6879997253,0.0729999989,12.6490001678,0.1220000014,8.989,0.03821
N83-N84_J011409.16-731503.0,15.6599998474,0.1230000034,15.1059999466,0.0780000016,14.2100000381,0.2160000056,99.9990005493,99.9990005493,99.999,99.999
N83-N84_J011409.30-731625.6,16.297000885,0.0670000017,16.3649997711,0.2070000023,15.3950004578,0.1309999973,14.2930002213,0.1630000025,99.999,99.999
N83-N84_J011409.36-731847.4,15.8120002747,0.0529999994,15.1470003128,0.0399999991,14.4429998398,0.0590000004,13.248000145,0.1330000013,9.608,0.06918
N83-N84_J011414.14-732014.7,16.8759994507,0.050999999,16.0680007935,0.061999999,14.9180002213,0.0680000037,12.8170003891,0.0729999989,99.999,99.999
N83-N84_J011416.00-732054.2,16.5259990692,0.1449999958,15.9270000458,0.0700000003,15.7250003815,0.1550000012,14.9440002441,0.1870000064,10.48,0.1112
N83-N84_J011416.98-731851.4,15.2550001144,0.061999999,14.5989999771,0.0270000007,14.0850000381,0.0649999976,12.9799995422,0.0670000017,10.09,0.08977
N83-N84_J011417.72-731556.1,16.2950000763,0.1209999993,15.5430002213,0.1650000066,14.8839998245,0.1420000046,13.4309997559,0.1209999993,99.999,99.999
N83-N84_J011418.99-731336.2,16.1690006256,0.061999999,15.7810001373,0.0450000018,15.5740003586,0.1120000035,13.9420003891,0.0970000029,10.15,0.08534
N83-N84_J011424.80-731430.5,17.4510002136,0.075000003,17.0659999847,0.0869999975,15.4499998093,0.173999995,14.0489997864,0.1599999964,99.999,99.999
N83-N84_J011425.94-731520.5,16.1210002899,0.2049999982,15.7790002823,0.0790000036,15.1529998779,0.1389999986,99.9990005493,99.9990005493,99.999,99.999
N83-N84_J011426.85-732155.2,16.9909992218,0.0560000017,16.3010005951,0.061999999,15.0989999771,0.0829999968,13.5450000763,0.0829999968,10.03,0.0786
N83-N84_J011431.57-731819.2,14.6859998703,0.050999999,13.9110002518,0.0289999992,12.8170003891,0.0500000007,11.6759996414,0.0759999976,7.456,0.01609
N83-N84_J011435.02-732215.0,16.7630004883,0.057,16.3950004578,0.0560000017,15.843000412,0.1949999928,14.375,0.0960000008,99.999,99.999
N83-N84_J011436.75-731406.0,15.5329999924,0.0659999996,14.7849998474,0.0260000005,13.8819999695,0.0529999994,13.0069999695,0.0670000017,9.954,0.08226
N83-N84_J011444.83-731442.3,16.6630001068,0.0820000023,16.4330005646,0.0850000009,15.5410003662,0.202000007,14.454000473,0.173999995,9.844,0.06911
N83-N84_J011445.73-731618.8,15.6739997864,0.1190000027,15.0539999008,0.0860000029,13.8009996414,0.1620000005,12.6929998398,0.1940000057,8.64,0.02847
N83-N84_J011450.02-731950.2,15.625,0.123999998,15.0349998474,0.0670000017,13.6770000458,0.1490000039,99.9990005493,99.9990005493,99.999,99.999
N83-N84_J011450.19-731737.8,16.9689998627,0.0780000016,16.5629997253,0.0890000015,14.8420000076,0.0949999988,13.3920001984,0.1280000061,99.999,99.999
N83-N84_J011454.15-731955.6,16.6550006866,0.1180000007,16.3799991608,0.2150000036,14.6079998016,0.0930000022,13.0909996033,0.1449999958,99.999,99.999
N83-N84_J011454.98-731822.9,99.9990005493,99.9990005493,16.6450004578,0.1330000013,14.8339996338,0.1180000007,12.7989997864,0.1360000074,9.451,0.03964
N83-N84_J011455.16-731918.7,99.9990005493,99.9990005493,15.7559995651,0.125,14.2430000305,0.1150000021,12.3940000534,0.1309999973,99.999,99.999
N83-N84_J011455.83-731804.6,16.5340003967,0.1809999943,16.6040000916,0.1110000014,15,0.1509999931,13.8920001984,0.2080000043,99.999,99.999
N83-N84_J011456.31-731758.9,16.7129993439,0.1099999994,16.6930007935,0.0839999989,14.9910001755,0.150000006,13.9610004425,0.1379999965,99.999,99.999
N83-N84_J011500.16-732118.6,16.3829994202,0.0860000029,15.6149997711,0.0659999996,14.7790002823,0.0939999968,13.6719999313,0.0719999969,9.949,0.09443
N83-N84_J011503.84-731727.7,17.2010002136,0.2099999934,17.4279994965,0.1350000054,15.5190000534,0.1509999931,13.9809999466,0.150000006,99.999,99.999
N83-N84_J011516.28-731520.6,16.4249992371,0.0879999995,16.1450004578,0.0680000037,15.470000267,0.1299999952,14.9739999771,0.150000006,9.989,0.08039
N90_J012906.45-733348.7,14.2089996338,0.1169999987,13.5310001373,0.0590000004,12.248000145,0.063000001,10.9720001221,0.0540000014,5.769,0.0122
N90_J012925.86-733446.7,17.1660003662,0.1930000037,16.811000824,0.1059999987,14.4320001602,0.1640000045,12.8970003128,0.1840000004,99.999,99.999
N90_J012934.05-733411.7,17.1329994202,0.1190000027,16.8700008392,0.1539999992,14.8339996338,0.1850000024,13.6040000916,0.1640000045,99.999,99.999
N90_J012935.55-733330.2,14.3109998703,0.0460000001,14.1929998398,0.0370000005,12.2559995651,0.0610000007,10.4829998016,0.0329999998,5.721,0.01267
N90_J012935.65-733339.5,15.998000145,0.1599999964,16.3740005493,0.1389999986,13.5780000687,0.0949999988,12.0719995499,0.202000007,99.999,99.999
N90_J012935.68-733302.2,12.9359998703,0.0810000002,11.843000412,0.0299999993,10.829000473,0.0359999985,9.795999527,0.0370000005,5.674,0.01085
N90_J012935.94-733351.7,15.3959999084,0.1560000032,15.1540002823,0.2090000063,13.345000267,0.0909999982,11.8380002975,0.2070000023,99.999,99.999
N90_J012939.20-733318.9,16.7280006409,0.1120000035,16.5909996033,0.0759999976,14.6619997025,0.1570000052,99.9990005493,99.9990005493,99.999,99.999
N90_J012920.40-733317.0,16.8939990997,0.1089999974,16.3670005798,0.1539999992,15.0579996109,0.1150000021,13.6719999313,0.1410000026,99.999,99.999
N90_J012920.55-733306.4,15.998000145,0.0680000037,15.2950000763,0.0670000017,14.0530004501,0.0680000037,12.6049995422,0.1270000041,8.927,0.03969
N90_J012920.82-733251.5,16.6259994507,0.0839999989,15.7779998779,0.0769999996,15.0679998398,0.1230000034,13.9099998474,0.0790000036,99.999,99.999
N90_J012923.05-733251.4,16.2859992981,0.0850000009,15.8870000839,0.074000001,14.2060003281,0.1280000061,12.8920001984,0.0799999982,99.999,99.999
N90_J012930.88-733405.5,16.6369991302,0.0680000037,16.5249996185,0.0920000002,15,0.1570000052,13.2580003738,0.0989999995,99.999,99.999
N90_J012931.62-733409.3,15.611000061,0.0529999994,14.8839998245,0.0430000015,13.6379995346,0.074000001,12.3579998016,0.2150000036,7.831,0.02416
N90_J012943.31-733343.1,16.9120006561,0.0769999996,16.361000061,0.0920000002,14.513999939,0.1150000021,13.1210002899,0.1620000005,10.03,0.1002
